VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC MUERR_SYS
SN: 1740021     10 0.43097 0.43097 41.71198  0.13040  0.00000  0.03968
SN: 1290007     10 0.43113 0.43113 41.87054  0.17170  0.00000  0.03001
SN: 1899442     10 0.43144 0.43144 41.90726  0.13710  0.00000  0.00884
SN: 1317526     10 0.43161 0.43161 42.01626  0.14120  0.00000  0.03468
SN: 1883111     10 0.43278 0.43278 41.60735  0.14980  0.00000  0.01917
SN: 1367571     10 0.43312 0.43312 41.73818  0.14410  0.00000  0.01396
SN: 1310485     10 0.43313 0.43313 41.87153  0.15100  0.00000  0.04484
SN: 1289794     10 0.43316 0.43316 42.08556  0.21280  0.00000  0.04863
SN: 1252521     10 0.43322 0.43322 41.84911  0.13900  0.00000  0.00479
SN: 1314067     10 0.43365 0.43365 41.80245  0.13250  0.00000  0.03339
SN: 1277945     10 0.43369 0.43369 42.16877  0.28130  0.00000  0.02091
SN: 1251390     10 0.43399 0.43399 41.80291  0.16950  0.00000  0.00822
SN: 1660018     10 0.43436 0.43436 41.65763  0.15590  0.00000  0.02136
SN: 1861164     10 0.43446 0.43446 41.64103  0.13670  0.00000  0.04746
SN: 1933168     10 0.43496 0.43496 41.77777  0.14840  0.00000  0.01714
SN: 1321166     10 0.43510 0.43510 42.15695  0.15040  0.00000  0.01792
SN: 1297063     10 0.43516 0.43516 41.91014  0.16350  0.00000  0.00812
SN: 1263930     10 0.43578 0.43578 42.10930  0.17540  0.00000  0.00731
SN: 1313698     10 0.43620 0.43620 41.86229  0.15320  0.00000  0.00927
SN: 1256701     10 0.43629 0.43629 42.30381  0.22400  0.00000  0.01726
SN: 1908380     10 0.43668 0.43668 42.05070  0.19860  0.00000  0.00879
SN: 1336008     10 0.43764 0.43764 41.72923  0.13750  0.00000  0.01695
SN: 1308916     10 0.43769 0.43769 42.03347  0.18470  0.00000  0.01800
SN: 1333246     10 0.43774 0.43774 41.89589  0.19260  0.00000  0.00943
SN: 1316831     10 0.43848 0.43848 41.90032  0.16360  0.00000  0.01912
SN: 1253148     10 0.43869 0.43869 42.11150  0.17330  0.00000  0.01344
SN: 1310294     10 0.43968 0.43968 41.96036  0.15600  0.00000  0.02247
SN: 1904152     10 0.44025 0.44025 41.96478  0.16740  0.00000  0.01414
SN: 1256823     10 0.44084 0.44084 41.81032  0.13050  0.00000  0.04598
SN: 1536026     10 0.44129 0.44129 42.19779  0.17460  0.00000  0.05380
SN: 1328105     10 0.44154 0.44154 41.92655  0.16530  0.00000  0.00815
SN: 1311247     10 0.44183 0.44183 41.94054  0.19580  0.00000  0.02678
SN: 1295256     10 0.44246 0.44246 41.92255  0.14630  0.00000  0.01769
SN: 1641173     10 0.44365 0.44365 42.24076  0.13680  0.00000  0.01012
SN: 1255008     10 0.44381 0.44381 41.83126  0.19910  0.00000  0.00864
SN: 1645125     10 0.44420 0.44420 41.93496  0.14320  0.00000  0.00611
SN: 1880304     10 0.44420 0.44420 42.11531  0.19610  0.00000  0.01034
SN: 1265089     10 0.44473 0.44473 41.81621  0.17700  0.00000  0.01862
SN: 1904293     10 0.44624 0.44624 41.90303  0.13870  0.00000  0.00541
SN: 1249956     10 0.44628 0.44628 42.73694  0.24920  0.00000  0.02159
SN: 1251975     10 0.44647 0.44647 41.82023  0.17390  0.00000  0.01161
SN: 1253474     10 0.44671 0.44671 41.84992  0.16170  0.00000  0.03064
SN: 1367331     10 0.44684 0.44684 42.12660  0.15590  0.00000  0.01749
SN: 1450148     10 0.44736 0.44736 41.90202  0.15240  0.00000  0.02474
SN: 1340539     10 0.44766 0.44766 42.02391  0.14820  0.00000  0.04064
SN: 1900662     10 0.44791 0.44791 41.86913  0.15090  0.00000  0.00923
SN: 1264499     10 0.44841 0.44841 41.78522  0.19270  0.00000  0.01566
SN: 1862183     10 0.44864 0.44864 42.11350  0.16750  0.00000  0.01187
SN: 1328066     10 0.44890 0.44890 41.95367  0.16520  0.00000  0.03230
SN: 1389177     10 0.44895 0.44895 42.29534  0.18230  0.00000  0.01075
SN: 1335756     10 0.44934 0.44934 42.08346  0.19540  0.00000  0.00704
SN: 1255487     10 0.45012 0.45012 41.94124  0.17830  0.00000  0.04839
SN: 1706073     10 0.45064 0.45064 41.92754  0.24480  0.00000  0.01383
SN: 1249371     10 0.45085 0.45085 41.90049  0.19570  0.00000  0.06315
SN: 1330964     10 0.45086 0.45086 41.99729  0.16330  0.00000  0.01278
SN: 1367556     10 0.45115 0.45115 41.94754  0.13970  0.00000  0.03415
SN: 1536028     10 0.45115 0.45115 41.94788  0.13550  0.00000  0.01199
SN: 1282112     10 0.45151 0.45151 42.19361  0.21900  0.00000  0.05191
SN: 1252829     10 0.45168 0.45168 41.84039  0.16940  0.00000  0.00792
SN: 1552028     10 0.45180 0.45180 41.99859  0.15640  0.00000  0.00782
SN: 1895036     10 0.45195 0.45195 41.94520  0.15100  0.00000  0.01002
SN: 1392400     10 0.45205 0.45205 42.00399  0.15270  0.00000  0.02126
SN: 1262252     10 0.45295 0.45295 41.92372  0.15550  0.00000  0.04089
SN: 1251381     10 0.45306 0.45306 42.69428  0.23250  0.00000  0.01693
SN: 1337267     10 0.45318 0.45318 41.90009  0.17210  0.00000  0.02735
SN: 1253101     10 0.45332 0.45332 41.82967  0.14270  0.00000  0.03518
SN: 1253039     10 0.45347 0.45347 41.97297  0.14010  0.00000  0.03949
SN: 1302110     10 0.45352 0.45352 42.24495  0.22370  0.00000  0.03014
SN: 1309694     10 0.45353 0.45353 42.55380  0.22420  0.00000  0.02025
SN: 1304193     10 0.45354 0.45354 42.09942  0.19250  0.00000  0.01262
SN: 1262084     10 0.45360 0.45360 42.06200  0.14080  0.00000  0.00774
SN: 1900865     10 0.45405 0.45405 42.07630  0.15480  0.00000  0.02336
SN: 1334302     10 0.45463 0.45463 41.89804  0.15700  0.00000  0.00843
SN: 1306360     10 0.45478 0.45478 41.99434  0.18190  0.00000  0.01407
SN: 1281638     10 0.45520 0.45520 42.32146  0.26790  0.00000  0.02385
SN: 1366475     10 0.45546 0.45546 42.10372  0.15120  0.00000  0.05429
SN: 1247537     10 0.45566 0.45566 41.96785  0.14900  0.00000  0.01139
SN: 1531145     10 0.45675 0.45675 42.30478  0.14040  0.00000  0.00717
SN: 1531113     10 0.45695 0.45695 42.44019  0.18960  0.00000  0.00559
SN: 1314047     10 0.45696 0.45696 42.21797  0.14310  0.00000  0.00580
SN: 1915067     10 0.45700 0.45700 42.05426  0.16390  0.00000  0.00589
SN: 1644211     10 0.45743 0.45743 42.13759  0.14040  0.00000  0.00453
SN: 1878719     10 0.45753 0.45753 42.33292  0.18380  0.00000  0.01219
SN: 1260030     10 0.45812 0.45812 41.85383  0.16680  0.00000  0.00848
SN: 1258061     10 0.45831 0.45831 42.06001  0.17840  0.00000  0.00443
SN: 1339875     10 0.45945 0.45945 41.80852  0.15870  0.00000  0.01225
SN: 1565032     10 0.46098 0.46098 42.39039  0.18350  0.00000  0.02007
SN: 1716024     10 0.46131 0.46131 41.80381  0.17800  0.00000  0.02998
SN: 1253180     10 0.46154 0.46154 42.19564  0.13370  0.00000  0.01426
SN: 1338959     10 0.46167 0.46167 41.79267  0.15340  0.00000  0.02352
SN: 1879263     10 0.46192 0.46192 42.19482  0.16790  0.00000  0.01625
SN: 1252970     10 0.46198 0.46198 42.03737  0.16190  0.00000  0.01790
SN: 1297742     10 0.46257 0.46257 41.94836  0.16420  0.00000  0.01545
SN: 1366187     10 0.46290 0.46290 42.08718  0.16690  0.00000  0.01675
SN: 1924089     10 0.46300 0.46300 42.03747  0.14940  0.00000  0.01618
SN: 1484053     10 0.46323 0.46323 41.84026  0.15280  0.00000  0.01818
SN: 1889211     10 0.46352 0.46352 41.89274  0.17440  0.00000  0.01099
SN: 1924103     10 0.46381 0.46381 42.05447  0.16250  0.00000  0.01817
SN: 1876431     10 0.46483 0.46483 42.03773  0.16900  0.00000  0.01038
SN: 1595028     10 0.46524 0.46524 42.25791  0.17350  0.00000  0.01507
SN: 1252449     10 0.46536 0.46536 42.25342  0.21590  0.00000  0.00763
SN: 1699105     10 0.46590 0.46590 42.04335  0.17200  0.00000  0.02187
SN: 1797044     10 0.46671 0.46671 42.36227  0.16410  0.00000  0.00330
SN: 1854103     10 0.46680 0.46680 42.14061  0.19040  0.00000  0.01232
SN: 1262016     10 0.46694 0.46694 41.99295  0.13860  0.00000  0.02758
SN: 1301332     10 0.46754 0.46754 42.12831  0.18890  0.00000  0.00852
SN: 1336558     10 0.46761 0.46761 42.27444  0.23800  0.00000  0.02211
SN: 1317724     10 0.46775 0.46775 42.41023  0.15360  0.00000  0.00552
SN: 1255470     10 0.46877 0.46877 42.10864  0.18230  0.00000  0.01717
SN: 1339149     10 0.46880 0.46880 41.89017  0.15010  0.00000  0.04878
SN: 1387169     10 0.46947 0.46947 42.07634  0.14430  0.00000  0.04016
SN: 1901738     10 0.46976 0.46976 41.92770  0.17520  0.00000  0.00888
SN: 1254671     10 0.47065 0.47065 42.21511  0.17050  0.00000  0.04557
SN: 1294137     10 0.47086 0.47086 42.01807  0.23470  0.00000  0.03796
SN: 1311755     10 0.47101 0.47101 42.10710  0.13210  0.00000  0.01682
SN: 1299758     10 0.47241 0.47241 42.10328  0.17370  0.00000  0.00580
SN: 1265134     10 0.47304 0.47304 42.14997  0.19700  0.00000  0.00997
SN: 1305785     10 0.47328 0.47328 42.23506  0.17650  0.00000  0.02167
SN: 1257102     10 0.47330 0.47330 42.10112  0.15630  0.00000  0.01512
SN: 1936171     10 0.47336 0.47336 41.79592  0.16350  0.00000  0.01550
SN: 1261173     10 0.47378 0.47378 42.13403  0.16230  0.00000  0.04071
SN: 1303317     10 0.47429 0.47429 42.17354  0.14700  0.00000  0.00674
SN: 1403033     10 0.47435 0.47435 42.34510  0.17750  0.00000  0.00926
SN: 1702112     10 0.47548 0.47548 41.98354  0.13760  0.00000  0.06239
SN: 1901798     10 0.47578 0.47578 42.50049  0.22240  0.00000  0.03668
SN: 1257775     10 0.47598 0.47598 42.27872  0.13920  0.00000  0.01968
SN: 1258309     10 0.47617 0.47617 41.98402  0.16420  0.00000  0.01612
SN: 1431096     10 0.47680 0.47680 42.24981  0.15850  0.00000  0.02137
SN: 1252513     10 0.47768 0.47768 42.29827  0.16800  0.00000  0.04116
SN: 1302418     10 0.47780 0.47780 42.33923  0.16290  0.00000  0.01409
SN: 1256332     10 0.47803 0.47803 42.02361  0.13250  0.00000  0.01363
SN: 1291143     10 0.47820 0.47820 42.18493  0.22310  0.00000  0.02797
SN: 1488029     10 0.47833 0.47833 41.97170  0.14980  0.00000  0.02355
SN: 1562077     10 0.47842 0.47842 42.13240  0.13370  0.00000  0.03541
SN: 1306537     10 0.47948 0.47948 42.09692  0.16540  0.00000  0.02778
SN: 1847303     10 0.47964 0.47964 42.05270  0.13390  0.00000  0.01624
SN: 1256817     10 0.47983 0.47983 42.32343  0.28330  0.00000  0.02688
SN: 1882097     10 0.47993 0.47993 42.57066  0.22170  0.00000  0.05001
SN: 1318052     10 0.48068 0.48068 42.21752  0.12540  0.00000  0.04131
SN: 1387101     10 0.48093 0.48093 42.00468  0.14900  0.00000  0.00838
SN: 1309323     10 0.48310 0.48310 42.09230  0.15360  0.00000  0.02937
SN: 1249209     10 0.48312 0.48312 42.39266  0.19140  0.00000  0.01339
SN: 1248962     10 0.48342 0.48342 42.20660  0.16190  0.00000  0.00621
SN: 1257335     10 0.48411 0.48411 42.43417  0.19700  0.00000  0.01298
SN: 1254687     10 0.48434 0.48434 42.61848  0.21340  0.00000  0.12680
SN: 1878288     10 0.48449 0.48449 42.58087  0.25220  0.00000  0.01896
SN: 1300441     10 0.48485 0.48485 41.99110  0.14920  0.00000  0.04204
SN: 1254746     10 0.48507 0.48507 42.45446  0.19350  0.00000  0.01669
SN: 1329622     10 0.48607 0.48607 41.99055  0.17120  0.00000  0.05311
SN: 1332689     10 0.48766 0.48766 42.16969  0.16710  0.00000  0.01425
SN: 1296963     10 0.48813 0.48813 42.12881  0.19150  0.00000  0.01091
SN: 1298266     10 0.48931 0.48931 42.28175  0.21340  0.00000  0.03686
SN: 1387144     10 0.48946 0.48946 42.06672  0.14370  0.00000  0.01660
SN: 1319840     10 0.48970 0.48970 42.20777  0.16540  0.00000  0.00607
SN: 1876533     10 0.48982 0.48982 42.35643  0.14310  0.00000  0.01045
SN: 1811099     10 0.49008 0.49008 42.65815  0.24410  0.00000  0.03097
SN: 1292650     10 0.49038 0.49038 41.97054  0.23280  0.00000  0.01467
SN: 1386047     10 0.49182 0.49182 42.29326  0.14020  0.00000  0.01472
SN: 1643292     10 0.49183 0.49183 42.23799  0.19560  0.00000  0.07750
SN: 1246855     10 0.49221 0.49221 42.44152  0.24470  0.00000  0.02994
SN: 1276034     10 0.49230 0.49230 42.06818  0.16270  0.00000  0.01037
SN: 1302117     10 0.49238 0.49238 42.14773  0.19810  0.00000  0.01474
SN: 1376168     10 0.49240 0.49240 42.12170  0.17330  0.00000  0.01183
SN: 1896111     10 0.49244 0.49244 42.12677  0.17440  0.00000  0.03268
SN: 1292145     10 0.49246 0.49246 42.37244  0.19330  0.00000  0.03893
SN: 1254070     10 0.49252 0.49252 42.13361  0.16340  0.00000  0.01348
SN: 1339703     10 0.49272 0.49272 42.13230  0.18500  0.00000  0.04198
SN: 1253895     10 0.49277 0.49277 42.10218  0.18410  0.00000  0.02032
SN: 1250435     10 0.49293 0.49293 41.92461  0.15260  0.00000  0.05056
SN: 1318689     10 0.49339 0.49339 42.28436  0.16760  0.00000  0.00856
SN: 1258500     10 0.49384 0.49384 42.18722  0.14740  0.00000  0.02165
SN: 1279488     10 0.49413 0.49413 42.30855  0.14110  0.00000  0.05931
SN: 1703072     10 0.49418 0.49418 41.88150  0.18150  0.00000  0.01700
SN: 1343208     10 0.49500 0.49500 42.11319  0.15620  0.00000  0.04767
SN: 1254299     10 0.49501 0.49501 42.09754  0.17420  0.00000  0.00578
SN: 1263936     10 0.49523 0.49523 42.13423  0.16520  0.00000  0.02552
SN: 1305504     10 0.49559 0.49559 42.33501  0.13270  0.00000  0.00848
SN: 1264375     10 0.49573 0.49573 42.61246  0.21300  0.00000  0.01332
SN: 1303140     10 0.49593 0.49593 42.44558  0.18210  0.00000  0.01456
SN: 1310182     10 0.49612 0.49612 41.96379  0.15300  0.00000  0.01580
SN: 1325588     10 0.49640 0.49640 42.53959  0.19450  0.00000  0.01607
SN: 1279640     10 0.49644 0.49644 42.21879  0.15550  0.00000  0.01087
SN: 1880429     10 0.49708 0.49708 42.21398  0.16230  0.00000  0.01217
SN: 1342906     10 0.49743 0.49743 41.96897  0.18110  0.00000  0.00667
SN: 1293465     10 0.49802 0.49802 42.18543  0.19870  0.00000  0.00996
SN: 1266634     10 0.49821 0.49821 42.25303  0.19190  0.00000  0.03170
SN: 1850249     10 0.49829 0.49829 42.54107  0.22650  0.00000  0.01031
SN: 1312171     10 0.50044 0.50044 42.43595  0.19000  0.00000  0.01033
SN: 1263829     10 0.50070 0.50070 42.43515  0.13640  0.00000  0.01702
SN: 1253046     10 0.50135 0.50135 42.27909  0.15200  0.00000  0.00785
SN: 1901803     10 0.50263 0.50263 42.47103  0.18960  0.00000  0.01438
SN: 1337272     10 0.50275 0.50275 42.28299  0.17530  0.00000  0.02176
SN: 1389074     10 0.50285 0.50285 42.20806  0.17100  0.00000  0.02233
SN: 1341857     10 0.50314 0.50314 42.27369  0.20440  0.00000  0.01506
SN: 1264948     10 0.50394 0.50394 42.09374  0.18000  0.00000  0.01836
SN: 1532057     10 0.50398 0.50398 42.36863  0.16170  0.00000  0.00741
SN: 1263273     10 0.50460 0.50460 42.23373  0.19030  0.00000  0.01316
SN: 1265422     10 0.50480 0.50480 42.59167  0.21460  0.00000  0.01500
SN: 1293921     10 0.50492 0.50492 42.32824  0.15470  0.00000  0.01726
SN: 1323349     10 0.50492 0.50492 42.54758  0.20500  0.00000  0.00674
SN: 1254670     10 0.50495 0.50495 41.97014  0.18340  0.00000  0.01843
SN: 1258289     10 0.50509 0.50509 42.15842  0.18590  0.00000  0.00941
SN: 1281879     10 0.50548 0.50548 42.09292  0.20580  0.00000  0.02174
SN: 1473027     10 0.50566 0.50566 42.23603  0.18960  0.00000  0.05999
SN: 1504096     10 0.50583 0.50583 42.18728  0.22840  0.00000  0.01210
SN: 1335472     10 0.50597 0.50597 42.15158  0.14480  0.00000  0.01249
SN: 1343759     10 0.50617 0.50617 42.21224  0.13610  0.00000  0.04244
SN: 1847148     10 0.50632 0.50632 42.53439  0.22540  0.00000  0.00829
SN: 1777082     10 0.50755 0.50755 42.59487  0.23120  0.00000  0.05142
SN: 1263062     10 0.50827 0.50827 42.11023  0.17980  0.00000  0.03099
SN: 1368482     10 0.50848 0.50848 42.39344  0.21570  0.00000  0.01106
SN: 1370944     10 0.50948 0.50948 42.30828  0.17400  0.00000  0.01277
SN: 1780122     10 0.50987 0.50987 42.03565  0.17300  0.00000  0.02931
SN: 1876204     10 0.51008 0.51008 42.12682  0.15690  0.00000  0.05885
SN: 1643252     10 0.51045 0.51045 42.27571  0.19120  0.00000  0.01569
SN: 1341502     10 0.51064 0.51064 42.38165  0.20860  0.00000  0.01832
SN: 1889022     10 0.51128 0.51128 42.47503  0.16670  0.00000  0.00900
SN: 1256432     10 0.51130 0.51130 42.25849  0.16440  0.00000  0.01075
SN: 1332392     10 0.51197 0.51197 42.75992  0.22560  0.00000  0.00644
SN: 1898108     10 0.51204 0.51204 42.16311  0.15810  0.00000  0.01476
SN: 1440057     10 0.51228 0.51228 42.35707  0.15830  0.00000  0.03291
SN: 1259538     10 0.51244 0.51244 42.39581  0.13450  0.00000  0.01322
SN: 1889090     10 0.51290 0.51290 42.15297  0.15150  0.00000  0.05451
SN: 1934353     10 0.51315 0.51315 42.21656  0.15430  0.00000  0.01536
SN: 1320762     10 0.51340 0.51340 42.40258  0.21460  0.00000  0.03347
SN: 1883166     10 0.51352 0.51352 42.03872  0.16220  0.00000  0.01904
SN: 1300470     10 0.51413 0.51413 42.52360  0.22790  0.00000  0.02012
SN: 1327988     10 0.51469 0.51469 42.21271  0.18620  0.00000  0.04710
SN: 1338185     10 0.51598 0.51598 42.33354  0.18790  0.00000  0.08340
SN: 1370135     10 0.51616 0.51616 42.49783  0.17540  0.00000  0.03606
SN: 1342647     10 0.51619 0.51619 42.30353  0.21380  0.00000  0.02766
SN: 1922405     10 0.51619 0.51619 42.34163  0.15320  0.00000  0.01998
SN: 1334448     10 0.51687 0.51687 42.21063  0.21980  0.00000  0.01198
SN: 1338430     10 0.51718 0.51718 42.18645  0.15490  0.00000  0.00877
SN: 1502029     10 0.51797 0.51797 42.44519  0.18120  0.00000  0.05878
SN: 1291402     10 0.51820 0.51820 42.51200  0.24510  0.00000  0.00672
SN: 1332614     10 0.51856 0.51856 42.56685  0.13870  0.00000  0.01886
SN: 1659122     10 0.51872 0.51872 42.22137  0.15120  0.00000  0.02171
SN: 1334470     10 0.51876 0.51876 42.27910  0.18580  0.00000  0.03759
SN: 1304501     10 0.51882 0.51882 42.33046  0.21810  0.00000  0.04837
SN: 1253572     10 0.51969 0.51969 42.45320  0.20990  0.00000  0.03361
SN: 1314847     10 0.52053 0.52053 42.48053  0.20070  0.00000  0.03370
SN: 1258422     10 0.52105 0.52105 42.45948  0.16440  0.00000  0.01873
SN: 1259944     10 0.52208 0.52208 42.62770  0.23320  0.00000  0.02206
SN: 1257602     10 0.52212 0.52212 42.31991  0.12650  0.00000  0.02739
SN: 1385187     10 0.52213 0.52213 42.18864  0.16910  0.00000  0.03586
SN: 1341459     10 0.52219 0.52219 42.21752  0.19640  0.00000  0.00671
SN: 1259972     10 0.52225 0.52225 42.62241  0.21130  0.00000  0.01671
SN: 1286881     10 0.52280 0.52280 42.35294  0.17870  0.00000  0.00746
SN: 1312164     10 0.52328 0.52328 42.61979  0.24260  0.00000  0.01523
SN: 1295921     10 0.52392 0.52392 42.42435  0.22780  0.00000  0.05223
SN: 1335671     10 0.52427 0.52427 42.30725  0.15380  0.00000  0.01482
SN: 1915184     10 0.52461 0.52461 42.36011  0.14000  0.00000  0.04993
SN: 1258330     10 0.52473 0.52473 42.18244  0.18110  0.00000  0.03630
SN: 1295285     10 0.52513 0.52513 42.33628  0.13910  0.00000  0.00747
SN: 1307748     10 0.52528 0.52528 42.20133  0.14750  0.00000  0.02706
SN: 1294806     10 0.52535 0.52535 42.29691  0.16100  0.00000  0.03343
SN: 1329795     10 0.52559 0.52559 42.48977  0.20100  0.00000  0.00655
SN: 1257144     10 0.52560 0.52560 42.30669  0.18860  0.00000  0.05756
SN: 1303197     10 0.52562 0.52562 42.12326  0.69930  0.00000  0.01232
SN: 1645195     10 0.52581 0.52581 42.43175  0.18060  0.00000  0.00557
SN: 1322229     10 0.52613 0.52613 42.23224  0.15860  0.00000  0.06181
SN: 1301922     10 0.52617 0.52617 42.59010  0.23950  0.00000  0.03506
SN: 1514043     10 0.52706 0.52706 42.31136  0.19430  0.00000  0.01878
SN: 1261259     10 0.52723 0.52723 42.35001  0.14320  0.00000  0.01077
SN: 1251536     10 0.52727 0.52727 42.69843  0.21770  0.00000  0.03029
SN: 1250532     10 0.52771 0.52771 42.53879  0.19980  0.00000  0.06358
SN: 1673068     10 0.52780 0.52780 42.58696  0.16780  0.00000  0.03632
SN: 1259006     10 0.52791 0.52791 42.07498  0.17320  0.00000  0.06061
SN: 1334742     10 0.52810 0.52810 42.46848  0.22980  0.00000  0.00858
SN: 1260889     10 0.52885 0.52885 42.32189  0.17020  0.00000  0.01623
SN: 1262736     10 0.52930 0.52930 42.20803  0.20290  0.00000  0.03734
SN: 1322979     10 0.52939 0.52939 42.37292  0.12750  0.00000  0.03994
SN: 1370330     10 0.52948 0.52948 42.50376  0.21310  0.00000  0.00754
SN: 1304503     10 0.52971 0.52971 42.33215  0.14870  0.00000  0.01846
SN: 1490034     10 0.53003 0.53003 42.65517  0.16810  0.00000  0.04189
SN: 1472020     10 0.53113 0.53113 42.32203  0.16130  0.00000  0.02219
SN: 1338471     10 0.53117 0.53117 42.64717  0.22570  0.00000  0.01007
SN: 1738024     10 0.53138 0.53138 42.23527  0.20510  0.00000  0.02713
SN: 1261233     10 0.53166 0.53166 42.38596  0.13360  0.00000  0.01455
SN: 1550103     10 0.53166 0.53166 42.47156  0.15790  0.00000  0.06292
SN: 1337703     10 0.53226 0.53226 42.15425  0.17260  0.00000  0.02890
SN: 1259771     10 0.53232 0.53232 42.29149  0.18130  0.00000  0.05487
SN: 1390393     10 0.53233 0.53233 42.53069  0.23880  0.00000  0.02747
SN: 1295249     10 0.53251 0.53251 42.63907  0.19280  0.00000  0.01890
SN: 1327230     10 0.53286 0.53286 42.44099  0.28450  0.00000  0.01659
SN: 1574017     10 0.53288 0.53288 42.48217  0.17030  0.00000  0.01743
SN: 1254000     10 0.53300 0.53300 42.64009  0.18680  0.00000  0.01461
SN: 1246717     10 0.53379 0.53379 42.62147  0.18490  0.00000  0.05939
SN: 1297061     10 0.53387 0.53387 42.86297  0.24040  0.00000  0.01315
SN: 1536021     10 0.53411 0.53411 42.20117  0.18040  0.00000  0.00647
SN: 1251079     10 0.53487 0.53487 42.10816  0.15080  0.00000  0.00946
SN: 1470063     10 0.53547 0.53547 42.48234  0.19140  0.00000  0.01104
SN: 1699061     10 0.53573 0.53573 42.47544  0.21300  0.00000  0.01473
SN: 1339425     10 0.53579 0.53579 42.55167  0.20590  0.00000  0.02709
SN: 1289714     10 0.53582 0.53582 42.60529  0.20610  0.00000  0.00743
SN: 1254002     10 0.53591 0.53591 42.57732  0.18640  0.00000  0.01326
SN: 1366152     10 0.53629 0.53629 42.63875  0.18630  0.00000  0.01485
SN: 1889253     10 0.53661 0.53661 42.51921  0.25230  0.00000  0.01375
SN: 1313026     10 0.53697 0.53697 42.54546  0.21200  0.00000  0.00826
SN: 1327647     10 0.53716 0.53716 42.67119  0.26080  0.00000  0.01635
SN: 1644290     10 0.53730 0.53730 42.40086  0.18280  0.00000  0.01750
SN: 1934253     10 0.53740 0.53740 42.42778  0.12420  0.00000  0.01619
SN: 1899053     10 0.53746 0.53746 42.41832  0.19390  0.00000  0.01569
SN: 1912110     10 0.53763 0.53763 42.13845  0.16450  0.00000  0.06149
SN: 1260568     10 0.53806 0.53806 42.49297  0.21300  0.00000  0.02152
SN: 1348507     10 0.53900 0.53900 42.21609  0.23460  0.00000  0.01490
SN: 1289656     10 0.53943 0.53943 42.47408  0.18030  0.00000  0.01998
SN: 1636043     10 0.53944 0.53944 42.37998  0.15140  0.00000  0.02425
SN: 1291159     10 0.53977 0.53977 42.42153  0.25550  0.00000  0.01925
SN: 1252364     10 0.54135 0.54135 42.36246  0.22190  0.00000  0.01985
SN: 1324542     10 0.54154 0.54154 42.58544  0.17540  0.00000  0.02516
SN: 1324685     10 0.54183 0.54183 42.52033  0.13930  0.00000  0.01049
SN: 1699106     10 0.54196 0.54196 42.52033  0.19250  0.00000  0.01022
SN: 1341000     10 0.54203 0.54203 42.46968  0.18020  0.00000  0.06834
SN: 1861210     10 0.54229 0.54229 42.49651  0.16720  0.00000  0.05055
SN: 1289306     10 0.54268 0.54268 42.51257  0.18230  0.00000  0.01810
SN: 1367408     10 0.54307 0.54307 42.70714  0.20240  0.00000  0.03564
SN: 1322954     10 0.54327 0.54327 42.60206  0.15040  0.00000  0.03928
SN: 1302055     10 0.54328 0.54328 42.87346  0.23850  0.00000  0.02831
SN: 1290995     10 0.54352 0.54352 42.29463  0.16340  0.00000  0.01862
SN: 1928157     10 0.54379 0.54379 42.58503  0.15440  0.00000  0.00678
SN: 1264049     10 0.54398 0.54398 42.29620  0.17170  0.00000  0.02949
SN: 1297353     10 0.54403 0.54403 42.16678  0.15590  0.00000  0.03173
SN: 1945116     10 0.54469 0.54469 42.52203  0.16330  0.00000  0.01613
SN: 1432078     10 0.54472 0.54472 42.75778  0.20250  0.00000  0.01072
SN: 1644213     10 0.54509 0.54509 42.55737  0.18950  0.00000  0.05563
SN: 1641288     10 0.54530 0.54530 42.36279  0.19210  0.00000  0.02263
SN: 1621023     10 0.54558 0.54558 42.66761  0.18990  0.00000  0.02813
SN: 1306980     10 0.54675 0.54675 42.26959  0.23650  0.00000  0.02219
SN: 1906545     10 0.54806 0.54806 42.74891  0.18300  0.00000  0.01064
SN: 1389210     10 0.54866 0.54866 42.44957  0.14410  0.00000  0.03202
SN: 1891082     10 0.54871 0.54871 42.42733  0.16980  0.00000  0.00670
SN: 1297157     10 0.54888 0.54888 42.36891  0.18900  0.00000  0.01736
SN: 1643316     10 0.54894 0.54894 42.35845  0.20610  0.00000  0.01647
SN: 1258802     10 0.54947 0.54947 42.31097  0.20870  0.00000  0.02148
SN: 1862334     10 0.54964 0.54964 42.31111  0.21480  0.00000  0.00758
SN: 1249264     10 0.54969 0.54969 42.70417  0.17630  0.00000  0.05562
SN: 1331344     10 0.54993 0.54993 42.60559  0.21080  0.00000  0.03588
SN: 1574062     10 0.55021 0.55021 42.72217  0.19930  0.00000  0.02548
SN: 1341823     10 0.55032 0.55032 43.11449  0.26610  0.00000  0.01688
SN: 1339450     10 0.55048 0.55048 42.42604  0.19390  0.00000  0.04132
SN: 1260000     10 0.55061 0.55061 42.65753  0.19760  0.00000  0.01004
SN: 1570024     10 0.55065 0.55065 42.40955  0.16380  0.00000  0.05776
SN: 1368111     10 0.55096 0.55096 42.19457  0.16640  0.00000  0.02762
SN: 1306736     10 0.55145 0.55145 42.43540  0.22240  0.00000  0.02022
SN: 1250925     10 0.55147 0.55147 42.61897  0.23050  0.00000  0.01224
SN: 1264963     10 0.55214 0.55214 42.71438  0.25450  0.00000  0.00591
