VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC MUERR_SYS
SN: 1286337     10 0.66297 0.66297 42.72347  0.16000  0.00000  0.05811
SN: 1264038     10 0.66363 0.66363 43.00654  0.15650  0.00000  0.01221
SN: 1310475     10 0.66376 0.66376 42.85779  0.17320  0.00000  0.02978
SN: 1314369     10 0.66387 0.66387 43.52534  0.19540  0.00000  0.03124
SN: 1910032     10 0.66456 0.66456 42.92540  0.18580  0.00000  0.01846
SN: 1905127     10 0.66580 0.66580 43.15544  0.24790  0.00000  0.04720
SN: 1336260     10 0.66666 0.66666 42.79245  0.20620  0.00000  0.02796
SN: 1252939     10 0.66667 0.66667 42.95405  0.14180  0.00000  0.01340
SN: 1255423     10 0.66682 0.66682 42.63066  0.22720  0.00000  0.02549
SN: 1303658     10 0.66789 0.66789 42.87441  0.19970  0.00000  0.02846
SN: 1319058     10 0.66812 0.66812 42.86730  0.23420  0.00000  0.01327
SN: 1310304     10 0.66881 0.66881 42.90230  0.21050  0.00000  0.02754
SN: 1370247     10 0.66883 0.66883 42.94483  0.14760  0.00000  0.01862
SN: 1250916     10 0.66949 0.66949 42.89162  0.15610  0.00000  0.02564
SN: 1326299     10 0.67382 0.67382 43.18053  0.14560  0.00000  0.07374
SN: 1260645     10 0.67405 0.67405 42.98101  0.24090  0.00000  0.04317
SN: 1253227     10 0.67446 0.67446 43.24900  0.20400  0.00000  0.04607
SN: 1329168     10 0.67651 0.67651 43.03289  0.15450  0.00000  0.04574
SN: 1322590     10 0.67698 0.67698 43.00939  0.23800  0.00000  0.01627
SN: 1296919     10 0.67699 0.67699 43.16109  0.17050  0.00000  0.04268
SN: 1531078     10 0.67713 0.67713 43.13606  0.17680  0.00000  0.04197
SN: 1257973     10 0.67747 0.67747 42.95500  0.26440  0.00000  0.02149
SN: 1336599     10 0.67747 0.67747 43.22417  0.19430  0.00000  0.06287
SN: 1319667     10 0.67756 0.67756 42.85146  0.23030  0.00000  0.02988
SN: 1311151     10 0.67765 0.67765 43.59544  0.22240  0.00000  0.01897
SN: 1302738     10 0.67783 0.67783 42.90701  0.19250  0.00000  0.01618
SN: 1257975     10 0.67802 0.67802 43.11773  0.23940  0.00000  0.04150
SN: 1310916     10 0.67924 0.67924 42.61903  0.16940  0.00000  0.02479
SN: 1795052     10 0.67924 0.67924 42.95957  0.15070  0.00000  0.03860
SN: 1332795     10 0.67984 0.67984 43.05715  0.23060  0.00000  0.02106
SN: 1334257     10 0.68005 0.68005 42.81720  0.17550  0.00000  0.02526
SN: 1264606     10 0.68110 0.68110 43.09859  0.14300  0.00000  0.01619
SN: 1330559     10 0.68131 0.68131 43.15859  0.18670  0.00000  0.03022
SN: 1300338     10 0.68135 0.68135 43.07029  0.28260  0.00000  0.01832
SN: 1311884     10 0.68136 0.68136 42.92312  0.13700  0.00000  0.02954
SN: 1256596     10 0.68138 0.68138 43.28772  0.14810  0.00000  0.01533
SN: 1320030     10 0.68141 0.68141 43.20564  0.16210  0.00000  0.02368
SN: 1901241     10 0.68145 0.68145 42.98657  0.22570  0.00000  0.03691
SN: 1333489     10 0.68179 0.68179 43.22073  0.17930  0.00000  0.01144
SN: 1367253     10 0.68214 0.68214 43.04442  0.17500  0.00000  0.02374
SN: 1348485     10 0.68226 0.68226 43.08855  0.21350  0.00000  0.02365
SN: 1298242     10 0.68242 0.68242 43.17597  0.24690  0.00000  0.02726
SN: 1370569     10 0.68247 0.68247 42.91467  0.18800  0.00000  0.03621
SN: 1433108     10 0.68283 0.68283 43.20039  0.22430  0.00000  0.02591
SN: 1279384     10 0.68314 0.68314 43.11416  0.13850  0.00000  0.06737
SN: 1265169     10 0.68332 0.68332 42.89886  0.15610  0.00000  0.05183
SN: 1299090     10 0.68340 0.68340 42.95884  0.25300  0.00000  0.01601
SN: 1295509     10 0.68363 0.68363 42.90489  0.15050  0.00000  0.02629
SN: 1302980     10 0.68365 0.68365 42.98601  0.24740  0.00000  0.01676
SN: 1265231     10 0.68398 0.68398 43.15893  0.25390  0.00000  0.02164
SN: 1341743     10 0.68422 0.68422 43.08922  0.17570  0.00000  0.02151
SN: 1251022     10 0.68428 0.68428 42.96803  0.17160  0.00000  0.01698
SN: 1303910     10 0.68456 0.68456 43.30664  0.23690  0.00000  0.01407
SN: 1248324     10 0.68498 0.68498 42.84870  0.18280  0.00000  0.02711
SN: 1509040     10 0.68508 0.68508 42.89987  0.22980  0.00000  0.01471
SN: 1900124     10 0.68534 0.68534 43.22420  0.24820  0.00000  0.02102
SN: 1308589     10 0.68577 0.68577 42.79580  0.12440  0.00000  0.02080
SN: 1896213     10 0.68689 0.68689 43.16853  0.17260  0.00000  0.03530
SN: 1642158     10 0.68701 0.68701 43.00338  0.18400  0.00000  0.02463
SN: 1281383     10 0.68712 0.68712 42.83883  0.18250  0.00000  0.04254
SN: 1588019     10 0.68767 0.68767 42.90849  0.17290  0.00000  0.03503
SN: 1950043     10 0.68829 0.68829 43.13075  0.16240  0.00000  0.05868
SN: 1262715     10 0.68936 0.68936 42.93603  0.12740  0.00000  0.02014
SN: 1262214     10 0.68937 0.68937 43.06367  0.12080  0.00000  0.02679
SN: 1861474     10 0.68966 0.68966 43.10380  0.14760  0.00000  0.02279
SN: 1933258     10 0.68972 0.68972 42.90322  0.20200  0.00000  0.01995
SN: 1305308     10 0.68973 0.68973 43.21802  0.16680  0.00000  0.02702
SN: 1311496     10 0.69066 0.69066 43.15524  0.25370  0.00000  0.01638
SN: 1313434     10 0.69071 0.69071 42.94299  0.18810  0.00000  0.01746
SN: 1250120     10 0.69088 0.69088 42.96832  0.19630  0.00000  0.01515
SN: 1255730     10 0.69108 0.69108 43.46791  0.43810  0.00000  0.01921
SN: 1936353     10 0.69155 0.69155 43.01516  0.34970  0.00000  0.01634
SN: 1320009     10 0.69165 0.69165 43.12189  0.18870  0.00000  0.04309
SN: 1592067     10 0.69191 0.69191 42.87487  0.19360  0.00000  0.01828
SN: 1299033     10 0.69226 0.69226 43.10378  0.19300  0.00000  0.03092
SN: 1487043     10 0.69227 0.69227 43.18542  0.17570  0.00000  0.01778
SN: 1340253     10 0.69261 0.69261 42.92633  0.19000  0.00000  0.05747
SN: 1536060     10 0.69278 0.69278 42.99110  0.27620  0.00000  0.02797
SN: 1316853     10 0.69305 0.69305 42.85953  0.14480  0.00000  0.04466
SN: 1370181     10 0.69311 0.69311 43.40787  0.19780  0.00000  0.02982
SN: 1332709     10 0.69371 0.69371 43.11659  0.21860  0.00000  0.03279
SN: 1333248     10 0.69396 0.69396 42.75474  0.19830  0.00000  0.02947
SN: 1260105     10 0.69411 0.69411 42.86422  0.18670  0.00000  0.02666
SN: 1321593     10 0.69493 0.69493 42.88952  0.26610  0.00000  0.03072
SN: 1645208     10 0.69517 0.69517 43.02624  0.12480  0.00000  0.04530
SN: 1315806     10 0.69525 0.69525 43.40688  0.23440  0.00000  0.03356
SN: 1310303     10 0.69530 0.69530 43.02376  0.21140  0.00000  0.01834
SN: 1344598     10 0.69610 0.69610 43.19571  0.21070  0.00000  0.02041
SN: 1300036     10 0.69727 0.69727 43.06185  0.29710  0.00000  0.04239
SN: 1641336     10 0.69758 0.69758 43.37121  0.21990  0.00000  0.02418
SN: 1263856     10 0.69784 0.69784 43.35110  0.24740  0.00000  0.03097
SN: 1449102     10 0.69831 0.69831 43.53925  0.23840  0.00000  0.09335
SN: 1299190     10 0.69837 0.69837 43.20386  0.18360  0.00000  0.01420
SN: 1387174     10 0.69842 0.69842 42.90497  0.16060  0.00000  0.02795
SN: 1260954     10 0.69873 0.69873 42.98139  0.18680  0.00000  0.07285
SN: 1373123     10 0.69879 0.69879 43.09205  0.22070  0.00000  0.03323
SN: 1904287     10 0.69905 0.69905 43.46310  0.20930  0.00000  0.02970
SN: 1335718     10 0.69933 0.69933 43.10023  0.11740  0.00000  0.06638
SN: 1536062     10 0.70017 0.70017 43.58644  0.17850  0.00000  0.06612
SN: 1342810     10 0.70094 0.70094 43.41463  0.27710  0.00000  0.03155
SN: 1250950     10 0.70100 0.70100 43.16620  0.17610  0.00000  0.03837
SN: 1313572     10 0.70130 0.70130 43.16204  0.18580  0.00000  0.02434
SN: 1304895     10 0.70318 0.70318 43.12830  0.18010  0.00000  0.07873
SN: 1307261     10 0.70351 0.70351 43.16757  0.19340  0.00000  0.01571
SN: 1254150     10 0.70418 0.70418 43.09318  0.14060  0.00000  0.02301
SN: 1559051     10 0.70511 0.70511 43.03614  0.16180  0.00000  0.02625
SN: 1900075     10 0.70596 0.70596 43.39392  0.23680  0.00000  0.04173
SN: 1251511     10 0.70601 0.70601 43.27370  0.22700  0.00000  0.03730
SN: 1965054     10 0.70765 0.70765 43.38863  0.17520  0.00000  0.03257
SN: 1936360     10 0.70810 0.70810 43.18294  0.16750  0.00000  0.01627
SN: 1318336     10 0.70822 0.70822 43.32943  0.23300  0.00000  0.01239
SN: 1891266     10 0.70837 0.70837 43.51873  0.20900  0.00000  0.06643
SN: 1317282     10 0.70874 0.70874 43.12275  0.22730  0.00000  0.02620
SN: 1289812     10 0.70875 0.70875 43.53572  0.27290  0.00000  0.01974
SN: 1647048     10 0.70883 0.70883 42.92702  0.21690  0.00000  0.02615
SN: 1400026     10 0.70961 0.70961 43.07538  0.13660  0.00000  0.02347
SN: 1265623     10 0.70978 0.70978 43.30593  0.24070  0.00000  0.02301
SN: 1301142     10 0.71139 0.71139 42.93118  0.19050  0.00000  0.01403
SN: 1253358     10 0.71381 0.71381 43.30684  0.27520  0.00000  0.02644
SN: 1563063     10 0.71552 0.71552 43.06313  0.19560  0.00000  0.02934
SN: 1341556     10 0.71584 0.71584 43.20748  0.25500  0.00000  0.02024
SN: 1266575     10 0.71614 0.71614 42.80654  0.21400  0.00000  0.01431
SN: 1340493     10 0.71719 0.71719 43.00649  0.20570  0.00000  0.02612
SN: 1432102     10 0.71804 0.71804 43.06117  0.17550  0.00000  0.04405
SN: 1330995     10 0.71828 0.71828 43.21337  0.21840  0.00000  0.02879
SN: 1894320     10 0.71881 0.71881 43.21551  0.22760  0.00000  0.01266
SN: 1311903     10 0.71912 0.71912 43.34693  0.16750  0.00000  0.05300
SN: 1433040     10 0.71949 0.71949 43.05679  0.20230  0.00000  0.01637
SN: 1331993     10 0.71962 0.71962 43.25238  0.16510  0.00000  0.06935
SN: 1338665     10 0.72063 0.72063 43.54222  0.28380  0.00000  0.03940
SN: 1646092     10 0.72070 0.72070 43.33124  0.23940  0.00000  0.01881
SN: 1331660     10 0.72076 0.72076 43.24121  0.16890  0.00000  0.06411
SN: 1736034     10 0.72118 0.72118 43.01975  0.18370  0.00000  0.01763
SN: 1308529     10 0.72213 0.72213 43.50208  0.23530  0.00000  0.04510
SN: 1306067     10 0.72221 0.72221 43.01318  0.16710  0.00000  0.03071
SN: 1312818     10 0.72292 0.72292 43.28524  0.20280  0.00000  0.01899
SN: 1246695     10 0.72395 0.72395 43.57628  0.24440  0.00000  0.06120
SN: 1701088     10 0.72403 0.72403 43.10667  0.24750  0.00000  0.04192
SN: 1900856     10 0.72416 0.72416 43.03287  0.25690  0.00000  0.01206
SN: 1265512     10 0.72513 0.72513 43.27597  0.30160  0.00000  0.02336
SN: 1736049     10 0.72546 0.72546 43.36515  0.40120  0.00000  0.03667
SN: 1329314     10 0.72687 0.72687 43.21647  0.35200  0.00000  0.05532
SN: 1935354     10 0.72709 0.72709 43.38944  0.25750  0.00000  0.01383
SN: 1261158     10 0.72834 0.72834 42.91314  0.30070  0.00000  0.03261
SN: 1319898     10 0.72860 0.72860 43.07100  0.23660  0.00000  0.06213
SN: 1249016     10 0.73006 0.73006 42.94740  0.23790  0.00000  0.03232
SN: 1299712     10 0.73065 0.73065 43.13907  0.22970  0.00000  0.03270
SN: 1297070     10 0.73069 0.73069 43.06480  0.19930  0.00000  0.02740
SN: 1555053     10 0.73073 0.73073 43.12158  0.24820  0.00000  0.03239
SN: 1264689     10 0.73162 0.73162 43.32257  0.18740  0.00000  0.08860
SN: 1329166     10 0.73162 0.73162 43.29530  0.16710  0.00000  0.05473
SN: 1366280     10 0.73168 0.73168 43.10549  0.21610  0.00000  0.07274
SN: 1338718     10 0.73307 0.73307 43.00144  0.26340  0.00000  0.03079
SN: 1290043     10 0.73489 0.73489 43.30665  0.20960  0.00000  0.02183
SN: 1297490     10 0.73677 0.73677 43.21021  0.21970  0.00000  0.01630
SN: 1315947     10 0.73781 0.73781 43.20293  0.16460  0.00000  0.02281
SN: 1280807     10 0.73899 0.73899 43.25680  0.17800  0.00000  0.02662
SN: 1307783     10 0.74061 0.74061 43.66032  0.34080  0.00000  0.02465
SN: 1304841     10 0.74126 0.74126 43.04672  0.28940  0.00000  0.03050
SN: 1260522     10 0.74133 0.74133 43.57867  0.21620  0.00000  0.02644
SN: 1296802     10 0.74393 0.74393 43.22840  0.28260  0.00000  0.05398
SN: 1317372     10 0.74393 0.74393 43.18973  0.22960  0.00000  0.02683
SN: 1898252     10 0.74572 0.74572 43.02999  0.23200  0.00000  0.03157
SN: 1864046     10 0.74871 0.74871 43.85461  0.21540  0.00000  0.02721
SN: 1337549     10 0.74878 0.74878 43.41767  0.17470  0.00000  0.07292
SN: 1302027     10 0.74900 0.74900 43.17718  0.27750  0.00000  0.02580
SN: 1285160     10 0.74931 0.74931 43.19498  0.14970  0.00000  0.10694
SN: 1251409     10 0.74963 0.74963 43.22080  0.26140  0.00000  0.03423
SN: 1933196     10 0.75012 0.75012 43.09681  0.20490  0.00000  0.02104
SN: 1488098     10 0.75076 0.75076 43.20296  0.22630  0.00000  0.02455
SN: 1302550     10 0.75250 0.75250 43.14112  0.16060  0.00000  0.01489
SN: 1339056     10 0.75288 0.75288 43.01366  0.22030  0.00000  0.02316
SN: 1380167     10 0.75332 0.75332 43.21552  0.15460  0.00000  0.04269
SN: 1929022     10 0.75356 0.75356 43.45450  0.27660  0.00000  0.02464
SN: 1293028     10 0.75367 0.75367 43.20098  0.27530  0.00000  0.01917
SN: 1304506     10 0.75422 0.75422 43.53949  0.19410  0.00000  0.04216
SN: 1643120     10 0.75519 0.75519 43.34680  0.27330  0.00000  0.02921
SN: 1308453     10 0.75573 0.75573 43.54575  0.27120  0.00000  0.02995
SN: 1325180     10 0.75624 0.75624 43.37868  0.21690  0.00000  0.03911
SN: 1536112     10 0.75889 0.75889 43.43724  0.15740  0.00000  0.02442
SN: 1552143     10 0.75992 0.75992 43.20584  0.24980  0.00000  0.02566
SN: 1267236     10 0.76076 0.76076 43.86709  0.26530  0.00000  0.03635
SN: 1304362     10 0.76178 0.76178 43.41828  0.31480  0.00000  0.03491
SN: 1330350     10 0.76303 0.76303 43.47248  0.21400  0.00000  0.02423
SN: 1470039     10 0.76362 0.76362 43.32512  0.28090  0.00000  0.03193
SN: 1385138     10 0.76578 0.76578 42.59809  0.32660  0.00000  0.03334
SN: 1881037     10 0.76584 0.76584 43.34956  0.15230  0.00000  0.01863
SN: 1904182     10 0.76658 0.76658 43.26944  0.25500  0.00000  0.02118
SN: 1329196     10 0.76933 0.76933 43.33002  0.11600  0.00000  0.07315
SN: 1252494     10 0.76947 0.76947 43.04603  0.20500  0.00000  0.05062
SN: 1303257     10 0.77160 0.77160 43.80810  0.24130  0.00000  0.04568
SN: 1339327     10 0.77250 0.77250 43.25628  0.23730  0.00000  0.04098
SN: 1310178     10 0.77262 0.77262 43.06233  0.26650  0.00000  0.01733
SN: 1309215     10 0.77464 0.77464 43.09577  0.14740  0.00000  0.02946
SN: 1330403     10 0.77650 0.77650 43.19254  0.23770  0.00000  0.04510
SN: 1250852     10 0.77726 0.77726 43.41985  0.15970  0.00000  0.03411
SN: 1325358     10 0.77930 0.77930 43.27257  0.17610  0.00000  0.04916
SN: 1590122     10 0.77952 0.77952 43.22587  0.23340  0.00000  0.02709
SN: 1861451     10 0.78050 0.78050 43.43761  0.13110  0.00000  0.02332
SN: 1253533     10 0.78261 0.78261 43.26852  0.18180  0.00000  0.03669
SN: 1652139     10 0.78266 0.78266 43.56641  0.23630  0.00000  0.03173
SN: 1948295     10 0.78324 0.78324 43.49462  0.23100  0.00000  0.02328
SN: 1946352     10 0.78462 0.78462 43.32566  0.22980  0.00000  0.04347
SN: 1343542     10 0.78513 0.78513 42.90223  0.23600  0.00000  0.02079
SN: 1320474     10 0.78842 0.78842 43.32490  0.26060  0.00000  0.03614
SN: 1309749     10 0.78929 0.78929 43.19615  0.14450  0.00000  0.05599
SN: 1255501     10 0.78956 0.78956 43.08755  0.26970  0.00000  0.03106
SN: 1434262     10 0.78964 0.78964 43.23656  0.16530  0.00000  0.02321
SN: 1298130     10 0.79136 0.79136 43.48560  0.30090  0.00000  0.04223
SN: 1302705     10 0.79229 0.79229 43.24527  0.25780  0.00000  0.02572
SN: 1891070     10 0.79348 0.79348 43.29683  0.24540  0.00000  0.06465
SN: 1271436     10 0.79511 0.79511 43.34448  0.18690  0.00000  0.02337
SN: 1303699     10 0.79548 0.79548 43.41983  0.26310  0.00000  0.02900
SN: 1265349     10 0.79940 0.79940 43.51397  0.29400  0.00000  0.04033
SN: 1535064     10 0.80079 0.80079 43.78340  0.25550  0.00000  0.03072
SN: 1385052     10 0.80107 0.80107 43.92737  0.24510  0.00000  0.02542
SN: 1502132     10 0.80181 0.80181 43.40794  0.21570  0.00000  0.03973
SN: 1337975     10 0.80307 0.80307 43.51449  0.33530  0.00000  0.03546
SN: 1334321     10 0.80326 0.80326 43.10546  0.23670  0.00000  0.07730
SN: 1579146     10 0.80326 0.80326 43.52548  0.19030  0.00000  0.06028
SN: 1367180     10 0.80343 0.80343 43.49304  0.18580  0.00000  0.02313
SN: 1894290     10 0.80504 0.80504 43.41542  0.25980  0.00000  0.02916
SN: 1308772     10 0.80854 0.80854 43.61033  0.30560  0.00000  0.02285
SN: 1309696     10 0.80955 0.80955 43.67592  0.30680  0.00000  0.03448
SN: 1344800     10 0.81042 0.81042 43.37359  0.24970  0.00000  0.03366
SN: 1332269     10 0.81159 0.81159 43.35689  0.29120  0.00000  0.03690
SN: 1315974     10 0.81174 0.81174 43.67329  0.16520  0.00000  0.02996
SN: 1600036     10 0.81397 0.81397 43.50188  0.30360  0.00000  0.02781
SN: 1300777     10 0.81684 0.81684 43.47949  0.21600  0.00000  0.03386
SN: 1260427     10 0.81751 0.81751 43.65828  0.24700  0.00000  0.03072
SN: 1303663     10 0.81826 0.81826 43.56152  0.30930  0.00000  0.09603
SN: 1291436     10 0.81938 0.81938 43.46791  0.30600  0.00000  0.02892
SN: 1879412     10 0.81985 0.81985 43.71949  1.78980  0.00000  0.03175
SN: 1339227     10 0.82081 0.82081 43.72774  0.17840  0.00000  0.02466
SN: 1251618     10 0.82172 0.82172 44.09392  0.28520  0.00000  0.03572
SN: 1274285     10 0.82439 0.82439 43.73401  0.28490  0.00000  0.03272
SN: 1310263     10 0.82449 0.82449 43.45695  0.31210  0.00000  0.03770
SN: 1653189     10 0.82592 0.82592 43.44400  0.27140  0.00000  0.02942
SN: 1332037     10 0.82838 0.82838 43.22221  0.27840  0.00000  0.04938
SN: 1292195     10 0.82930 0.82930 43.67060  0.19030  0.00000  0.04166
SN: 1341227     10 0.83037 0.83037 43.69678  0.18150  0.00000  0.04874
SN: 1246791     10 0.83067 0.83067 43.54572  0.19760  0.00000  0.03298
SN: 1936293     10 0.83168 0.83168 44.01311  0.23330  0.00000  0.03534
SN: 1304709     10 0.83262 0.83262 43.24772  0.25490  0.00000  0.03237
SN: 1305541     10 0.83293 0.83293 43.62869  0.18440  0.00000  0.02929
SN: 1252918     10 0.83584 0.83584 43.79357  0.21680  0.00000  0.03272
SN: 1861472     10 0.83776 0.83776 43.56248  0.25460  0.00000  0.02384
SN: 1581017     10 0.83814 0.83814 43.81307  0.18620  0.00000  0.03129
SN: 1265868     10 0.83856 0.83856 43.91549  0.29490  0.00000  0.02664
SN: 1257756     10 0.83869 0.83869 43.63100  0.32530  0.00000  0.04234
SN: 1826039     10 0.83916 0.83916 43.77939  0.22350  0.00000  0.03398
SN: 1946246     10 0.83937 0.83937 43.84372  0.23530  0.00000  0.03040
SN: 1257646     10 0.84095 0.84095 43.81274  0.26020  0.00000  0.02263
SN: 1872097     10 0.84132 0.84132 43.99724  0.27380  0.00000  0.06190
SN: 1322975     10 0.84634 0.84634 43.83371  0.20900  0.00000  0.02373
SN: 1341853     10 0.84745 0.84745 43.54235  0.31590  0.00000  0.03393
SN: 1260665     10 0.84898 0.84898 43.13945  0.30590  0.00000  0.03016
SN: 1939040     10 0.85027 0.85027 43.36886  0.29770  0.00000  0.03443
SN: 1508029     10 0.85279 0.85279 43.74553  0.26370  0.00000  0.03371
SN: 1305291     10 0.85380 0.85380 43.64295  0.31060  0.00000  0.03954
SN: 1381058     10 0.85421 0.85421 43.55082  0.30060  0.00000  0.03503
SN: 1345787     10 0.85483 0.85483 43.75465  0.24180  0.00000  0.03181
SN: 1253857     10 0.85653 0.85653 43.82288  0.22870  0.00000  0.02536
SN: 1260459     10 0.85675 0.85675 43.66955  0.19170  0.00000  0.03469
SN: 1260461     10 0.85856 0.85856 43.86231  0.20200  0.00000  0.02799
SN: 1645304     10 0.85979 0.85979 43.44971  0.22000  0.00000  0.04254
SN: 1479130     10 0.86241 0.86241 43.58046  0.24760  0.00000  0.02254
SN: 1322219     10 0.86373 0.86373 43.69851  0.21020  0.00000  0.02045
SN: 1293786     10 0.86406 0.86406 44.08619  0.36810  0.00000  0.02530
SN: 1551108     10 0.86648 0.86648 44.08442  0.28620  0.00000  0.02917
SN: 1339339     10 0.87025 0.87025 43.75592  0.22440  0.00000  0.02438
SN: 1318051     10 0.87483 0.87483 43.64064  0.19240  0.00000  0.05475
SN: 1879483     10 0.87566 0.87566 43.58464  0.17650  0.00000  0.04110
SN: 1371111     10 0.88353 0.88353 43.65302  0.22390  0.00000  0.02745
SN: 1295527     10 0.88491 0.88491 43.75133  0.24670  0.00000  0.03147
SN: 1390343     10 0.89118 0.89118 43.73388  0.17680  0.00000  0.02327
SN: 1936125     10 0.89530 0.89530 43.72686  0.19310  0.00000  0.08868
SN: 1931019     10 0.89547 0.89547 44.01356  0.24400  0.00000  0.02704
SN: 1372115     10 0.89842 0.89842 44.03157  0.19440  0.00000  0.03088
SN: 1305486     10 0.89889 0.89889 43.71675  0.21440  0.00000  0.05414
SN: 1370290     10 0.89903 0.89903 43.90443  0.20760  0.00000  0.06177
SN: 1295686     10 0.90350 0.90350 43.72939  0.18930  0.00000  0.02543
SN: 1595118     10 0.90941 0.90941 43.68850  0.17970  0.00000  0.02561
SN: 1299266     10 0.91290 0.91290 43.98572  0.24450  0.00000  0.04759
SN: 1656090     10 0.91737 0.91737 43.90913  0.22190  0.00000  0.07963
SN: 1302095     10 0.91909 0.91909 43.61112  0.21730  0.00000  0.03341
SN: 1346612     10 0.92274 0.92274 44.15392  0.23260  0.00000  0.02697
SN: 1252926     10 0.92428 0.92428 43.79786  0.19260  0.00000  0.04619
SN: 1904262     10 0.92558 0.92558 43.88445  0.24740  0.00000  0.04868
SN: 1309227     10 0.92576 0.92576 44.00788  0.23710  0.00000  0.04018
SN: 1339246     10 0.95791 0.95791 44.65704  0.26780  0.00000  0.05554
SN: 1339232     10 0.96860 0.96860 43.73560  0.19690  0.00000  0.08183
SN: 1435094     10 1.01701 1.01701 44.04058  0.18240  0.00000  0.03930
SN: 1901375     10 1.03222 1.03222 44.18422  0.18980  0.00000  0.04164
SN: 1924188     10 1.04136 1.04136 43.99435  0.21420  0.00000  0.02726
