VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC
SN: 1250950     10 0.70100 0.70100 43.13610  0.17200  0.00000
SN: 1304895     10 0.70318 0.70318 43.17110  0.20270  0.00000
SN: 1307261     10 0.70351 0.70351 43.16940  0.21280  0.00000
SN: 1321772     10 0.70386 0.70386 43.84010 253.89420  0.00000
SN: 1254150     10 0.70418 0.70418 43.14090  0.15150  0.00000
SN: 1314296     10 0.70427 0.70427 43.26070  0.21200  0.00000
SN: 1559051     10 0.70511 0.70511 43.13080  0.17890  0.00000
SN: 1900075     10 0.70596 0.70596 43.36050  0.28800  0.00000
SN: 1891055     10 0.70653 0.70653 43.00360  0.22700  0.00000
SN: 1936360     10 0.70810 0.70810 43.14820  0.24420  0.00000
SN: 1891266     10 0.70837 0.70837 43.49360  0.19750  0.00000
SN: 1289812     10 0.70875 0.70875 43.43380  0.24470  0.00000
SN: 1647048     10 0.70883 0.70883 42.91710  0.23790  0.00000
SN: 1400026     10 0.70961 0.70961 43.07540  0.14080  0.00000
SN: 1301142     10 0.71139 0.71139 42.84160  0.24040  0.00000
SN: 1563063     10 0.71552 0.71552 43.13750  0.24670  0.00000
SN: 1341556     10 0.71584 0.71584 43.05580  0.28580  0.00000
SN: 1340493     10 0.71719 0.71719 43.00610  0.24770  0.00000
SN: 1432102     10 0.71804 0.71804 43.00160  0.17700  0.00000
SN: 1311903     10 0.71912 0.71912 43.34840  0.18350  0.00000
SN: 1433040     10 0.71949 0.71949 42.86120  0.26090  0.00000
SN: 1331993     10 0.71962 0.71962 43.22630  0.18550  0.00000
SN: 1338665     10 0.72063 0.72063 43.49070  0.28160  0.00000
SN: 1646092     10 0.72070 0.72070 43.27800  0.29780  0.00000
SN: 1331660     10 0.72076 0.72076 43.30390  0.23980  0.00000
SN: 1308529     10 0.72213 0.72213 43.30010  0.24520  0.00000
SN: 1306067     10 0.72221 0.72221 43.07300  0.19940  0.00000
SN: 1312818     10 0.72292 0.72292 43.31380  0.24960  0.00000
SN: 1701088     10 0.72403 0.72403 43.07730  0.23540  0.00000
SN: 1900856     10 0.72416 0.72416 42.98550  0.24770  0.00000
SN: 1376225     10 0.72509 0.72509 43.24590  0.19020  0.00000
SN: 1261158     10 0.72834 0.72834 42.85530  0.28240  0.00000
SN: 1319898     10 0.72860 0.72860 43.05160  0.22380  0.00000
SN: 1299712     10 0.73065 0.73065 43.16070  0.21780  0.00000
SN: 1297070     10 0.73069 0.73069 42.99710  0.18640  0.00000
SN: 1555053     10 0.73073 0.73073 43.08360  0.23330  0.00000
SN: 1264689     10 0.73162 0.73162 43.32240  0.19790  0.00000
SN: 1329166     10 0.73162 0.73162 43.31220  0.16460  0.00000
SN: 1366280     10 0.73168 0.73168 43.10420  0.20200  0.00000
SN: 1338718     10 0.73307 0.73307 42.99270  0.24980  0.00000
SN: 1290043     10 0.73489 0.73489 43.32520  0.20000  0.00000
SN: 1297490     10 0.73677 0.73677 43.16730  0.21590  0.00000
SN: 1315947     10 0.73781 0.73781 43.18410  0.15790  0.00000
SN: 1280807     10 0.73899 0.73899 43.24590  0.17230  0.00000
SN: 1307783     10 0.74061 0.74061 43.64960  0.28410  0.00000
SN: 1304841     10 0.74126 0.74126 43.01710  0.25950  0.00000
SN: 1260522     10 0.74133 0.74133 43.57490  0.20380  0.00000
SN: 1317372     10 0.74393 0.74393 43.20530  0.23070  0.00000
SN: 1898252     10 0.74572 0.74572 43.00470  0.22010  0.00000
SN: 1864046     10 0.74871 0.74871 43.82180  0.20770  0.00000
SN: 1337549     10 0.74878 0.74878 43.41440  0.25690  0.00000
SN: 1302027     10 0.74900 0.74900 43.08420  0.26710  0.00000
SN: 1285160     10 0.74931 0.74931 43.20960  0.14840  0.00000
SN: 1933196     10 0.75012 0.75012 43.10260  0.20210  0.00000
SN: 1488098     10 0.75076 0.75076 43.14210  0.21610  0.00000
SN: 1302550     10 0.75250 0.75250 43.17250  0.15840  0.00000
SN: 1339056     10 0.75288 0.75288 43.02140  0.21950  0.00000
SN: 1380167     10 0.75332 0.75332 43.21390  0.15460  0.00000
SN: 1929022     10 0.75356 0.75356 43.41780  0.25270  0.00000
SN: 1293028     10 0.75367 0.75367 43.14200  0.27260  0.00000
SN: 1304506     10 0.75422 0.75422 43.49320  0.18820  0.00000
SN: 1308453     10 0.75573 0.75573 43.49810  0.25850  0.00000
SN: 1536112     10 0.75889 0.75889 43.45310  0.15050  0.00000
SN: 1552143     10 0.75992 0.75992 43.26450  0.25530  0.00000
SN: 1330350     10 0.76303 0.76303 43.35900  0.21120  0.00000
SN: 1881037     10 0.76584 0.76584 43.40550  0.14740  0.00000
SN: 1904182     10 0.76658 0.76658 43.23850  0.26540  0.00000
SN: 1576034     10 0.76675 0.76675 43.42650  0.23180  0.00000
SN: 1251645     10 0.76680 0.76680 43.75280  0.22080  0.00000
SN: 1329196     10 0.76933 0.76933 43.33000  0.15640  0.00000
SN: 1323740     10 0.77138 0.77138 43.27070  0.22180  0.00000
SN: 1303257     10 0.77160 0.77160 43.74700  0.24370  0.00000
SN: 1339327     10 0.77250 0.77250 43.31390  0.25200  0.00000
SN: 1309215     10 0.77464 0.77464 43.08610  0.14890  0.00000
SN: 1330403     10 0.77650 0.77650 43.21890  0.23860  0.00000
SN: 1250852     10 0.77726 0.77726 43.40970  0.15650  0.00000
SN: 1325358     10 0.77930 0.77930 43.29280  0.19270  0.00000
SN: 1590122     10 0.77952 0.77952 43.18120  0.22510  0.00000
SN: 1861451     10 0.78050 0.78050 43.39840  0.17200  0.00000
SN: 1253533     10 0.78261 0.78261 43.22640  0.27240  0.00000
SN: 1652139     10 0.78266 0.78266 43.52630  0.23000  0.00000
SN: 1948295     10 0.78324 0.78324 43.50640  0.24490  0.00000
SN: 1946352     10 0.78462 0.78462 43.31610  0.23950  0.00000
SN: 1343542     10 0.78513 0.78513 42.91140  0.24500  0.00000
SN: 1314317     10 0.78666 0.78666 43.36810  0.26400  0.00000
SN: 1309749     10 0.78929 0.78929 43.24480  0.15050  0.00000
SN: 1255501     10 0.78956 0.78956 43.01710  0.28010  0.00000
SN: 1434262     10 0.78964 0.78964 43.26110  0.16530  0.00000
SN: 1332701     10 0.79167 0.79167 43.29170  0.24010  0.00000
SN: 1302705     10 0.79229 0.79229 43.25690  0.25940  0.00000
SN: 1891070     10 0.79348 0.79348 43.32380  0.23960  0.00000
SN: 1271436     10 0.79511 0.79511 43.34430  0.19400  0.00000
SN: 1303699     10 0.79548 0.79548 43.35660  0.26260  0.00000
SN: 1302865     10 0.79706 0.79706 43.33230  0.29220  0.00000
SN: 1535064     10 0.80079 0.80079 43.73340  0.25740  0.00000
SN: 1385052     10 0.80107 0.80107 43.92950  0.26120  0.00000
SN: 1299258     10 0.80110 0.80110 43.55610  0.26540  0.00000
SN: 1502132     10 0.80181 0.80181 43.35160  0.20230  0.00000
SN: 1334321     10 0.80326 0.80326 43.05670  0.23350  0.00000
SN: 1579146     10 0.80326 0.80326 43.50420  0.19290  0.00000
SN: 1367180     10 0.80343 0.80343 43.47920  0.18700  0.00000
SN: 1894290     10 0.80504 0.80504 43.42610  0.28360  0.00000
SN: 1309696     10 0.80955 0.80955 43.68430  0.30640  0.00000
SN: 1315974     10 0.81174 0.81174 43.62110  0.23490  0.00000
SN: 1293832     10 0.81326 0.81326 43.35370  0.18080  0.00000
SN: 1600036     10 0.81397 0.81397 43.43770  0.29650  0.00000
SN: 1300777     10 0.81684 0.81684 43.47130  0.21130  0.00000
SN: 1260427     10 0.81751 0.81751 43.59610  0.24000  0.00000
SN: 1847317     10 0.81775 0.81775 43.56420  0.23690  0.00000
SN: 1879412     10 0.81985 0.81985 43.62240  0.26300  0.00000
SN: 1339227     10 0.82081 0.82081 43.63730  0.17290  0.00000
SN: 1251618     10 0.82172 0.82172 44.04100  0.28190  0.00000
SN: 1341271     10 0.82584 0.82584 43.70680  0.25700  0.00000
SN: 1653189     10 0.82592 0.82592 43.44010  0.28800  0.00000
SN: 1292195     10 0.82930 0.82930 43.62560  0.18780  0.00000
SN: 1341227     10 0.83037 0.83037 43.73450  0.18010  0.00000
SN: 1936293     10 0.83168 0.83168 43.88560  0.20960  0.00000
SN: 1304709     10 0.83262 0.83262 43.22820  0.25180  0.00000
SN: 1305541     10 0.83293 0.83293 43.59160  0.17580  0.00000
SN: 1252918     10 0.83584 0.83584 43.80990  0.21550  0.00000
SN: 1411114     10 0.83707 0.83707 43.62470  0.20050  0.00000
SN: 1861472     10 0.83776 0.83776 43.51360  0.26000  0.00000
SN: 1581017     10 0.83814 0.83814 43.80180  0.17790  0.00000
SN: 1826039     10 0.83916 0.83916 43.74090  0.21540  0.00000
SN: 1257646     10 0.84095 0.84095 43.78780  0.25090  0.00000
SN: 1872097     10 0.84132 0.84132 43.96880  0.25180  0.00000
SN: 1322975     10 0.84634 0.84634 43.79000  0.19510  0.00000
SN: 1260665     10 0.84898 0.84898 43.06060  0.29190  0.00000
SN: 1508029     10 0.85279 0.85279 43.71450  0.26980  0.00000
SN: 1253857     10 0.85653 0.85653 43.77540  0.22250  0.00000
SN: 1260459     10 0.85675 0.85675 43.61920  0.19150  0.00000
SN: 1260461     10 0.85856 0.85856 43.86860  0.20620  0.00000
SN: 1645304     10 0.85979 0.85979 43.44950  0.21160  0.00000
SN: 1479130     10 0.86241 0.86241 43.54470  0.23990  0.00000
SN: 1296161     10 0.86243 0.86243 43.86930  0.23850  0.00000
SN: 1551108     10 0.86648 0.86648 44.02520  0.26430  0.00000
SN: 1302199     10 0.87002 0.87002 43.53890  0.16400  0.00000
SN: 1339339     10 0.87025 0.87025 43.76280  0.22450  0.00000
SN: 1318051     10 0.87483 0.87483 43.64910  0.18750  0.00000
SN: 1879483     10 0.87566 0.87566 43.55100  0.16780  0.00000
SN: 1371111     10 0.88353 0.88353 43.62100  0.21490  0.00000
SN: 1295527     10 0.88491 0.88491 43.71280  0.24790  0.00000
SN: 1390343     10 0.89118 0.89118 43.72720  0.17730  0.00000
SN: 1936125     10 0.89530 0.89530 43.81830  0.18930  0.00000
SN: 1931019     10 0.89547 0.89547 43.96230  0.23780  0.00000
SN: 1602023     10 0.89637 0.89637 43.64630  0.23970  0.00000
SN: 1372115     10 0.89842 0.89842 44.00980  0.18410  0.00000
SN: 1305486     10 0.89889 0.89889 43.78370  0.22420  0.00000
SN: 1370290     10 0.89903 0.89903 43.87130  0.19620  0.00000
SN: 1246650     10 0.90889 0.90889 44.11140  0.22420  0.00000
SN: 1595118     10 0.90941 0.90941 43.63560  0.16650  0.00000
SN: 1299266     10 0.91290 0.91290 43.88950  0.22750  0.00000
SN: 1901832     10 0.91696 0.91696 44.07240  0.23300  0.00000
SN: 1302095     10 0.91909 0.91909 43.68010  0.22570  0.00000
SN: 1346612     10 0.92274 0.92274 44.09740  0.22720  0.00000
SN: 1252926     10 0.92428 0.92428 43.75160  0.19400  0.00000
SN: 1904262     10 0.92558 0.92558 43.84540 241.82980  0.00000
SN: 1309227     10 0.92576 0.92576 43.99040  0.22010  0.00000
SN: 1339276     10 0.96364 0.96364 43.84960  0.17110  0.00000
SN: 1254108     10 0.96689 0.96689 44.09400  0.20970  0.00000
SN: 1299327     10 0.98159 0.98159 43.82330  0.23040  0.00000
SN: 1252671     10 0.98536 0.98536 43.84690  0.17520  0.00000
SN: 1435094     10 1.01701 1.01701 44.04750  0.19090  0.00000
SN: 1430116     10 1.02144 1.02144 44.13860  0.28560  0.00000
SN: 1924188     10 1.04136 1.04136 44.06090  0.25500  0.00000
SN: 1255169     10 1.04681 1.04681 44.05250  0.23830  0.00000
