VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC
SN: 1264039     10 0.42460 0.42460 42.03660  0.12900  0.00000
SN: 1632070     10 0.42513 0.42513 42.19340  0.17950  0.00000
SN: 1295027     10 0.42562 0.42562 41.76640  0.15100  0.00000
SN: 1258940     10 0.42594 0.42594 41.84330  0.14720  0.00000
SN: 1338324     10 0.42602 0.42602 42.08590  0.18750  0.00000
SN: 1335432     10 0.42693 0.42693 41.89780  0.12640  0.00000
SN: 1408068     10 0.42714 0.42714 42.04420  0.15870  0.00000
SN: 1264106     10 0.42750 0.42750 41.59270  0.14690  0.00000
SN: 1655086     10 0.42781 0.42781 41.83180  0.12070  0.00000
SN: 1336359     10 0.42822 0.42822 42.32490  0.19290  0.00000
SN: 1305074     10 0.42870 0.42870 42.45090 164.82200  0.00000
SN: 1618042     10 0.42893 0.42893 41.94720  0.12990  0.00000
SN: 1810236     10 0.42927 0.42927 41.96780  0.14730  0.00000
SN: 1265040     10 0.42981 0.42981 41.62270  0.23680  0.00000
SN: 1260107     10 0.42982 0.42982 41.73390  0.18150  0.00000
SN: 1304456     10 0.42990 0.42990 41.76120  0.14430  0.00000
SN: 1260159     10 0.43035 0.43035 41.89980  0.16820  0.00000
SN: 1719040     10 0.43069 0.43069 41.59040  0.16690  0.00000
SN: 1916124     10 0.43071 0.43071 41.80820  0.14300  0.00000
SN: 1290007     10 0.43113 0.43113 41.82140  0.18090  0.00000
SN: 1899442     10 0.43144 0.43144 41.93690  0.12270  0.00000
SN: 1317526     10 0.43161 0.43161 41.93150  0.12990  0.00000
SN: 1922297     10 0.43226 0.43226 41.83020  0.14380  0.00000
SN: 1883111     10 0.43278 0.43278 41.63320  0.13790  0.00000
SN: 1367571     10 0.43312 0.43312 41.76060  0.13270  0.00000
SN: 1310485     10 0.43313 0.43313 41.95220  0.14610  0.00000
SN: 1289794     10 0.43316 0.43316 42.12330  0.19610  0.00000
SN: 1252521     10 0.43322 0.43322 41.83150  0.12820  0.00000
SN: 1314067     10 0.43365 0.43365 41.88520  0.12520  0.00000
SN: 1277945     10 0.43369 0.43369 42.03670  0.26530  0.00000
SN: 1251390     10 0.43399 0.43399 41.78980  0.15560  0.00000
SN: 1660018     10 0.43436 0.43436 41.67960  0.15700  0.00000
SN: 1861164     10 0.43446 0.43446 41.63880  0.12910  0.00000
SN: 1256789     10 0.43467 0.43467 41.92980  0.23110  0.00000
SN: 1933168     10 0.43496 0.43496 41.73960  0.14060  0.00000
SN: 1321166     10 0.43510 0.43510 42.08110  0.13650  0.00000
SN: 1297063     10 0.43516 0.43516 41.92820  0.15670  0.00000
SN: 1263930     10 0.43578 0.43578 42.04080  0.16580  0.00000
SN: 1501097     10 0.43587 0.43587 41.92590  0.15010  0.00000
SN: 1264007     10 0.43603 0.43603 41.91980  0.14370  0.00000
SN: 1313698     10 0.43620 0.43620 41.88390  0.14230  0.00000
SN: 1256701     10 0.43629 0.43629 42.28920  0.19870  0.00000
SN: 1908380     10 0.43668 0.43668 42.01120  0.16890  0.00000
SN: 1336008     10 0.43764 0.43764 41.75770  0.12930  0.00000
SN: 1308916     10 0.43769 0.43769 41.97770  0.17310  0.00000
SN: 1333246     10 0.43774 0.43774 41.98410  0.18170  0.00000
SN: 1316831     10 0.43848 0.43848 41.87590  0.14650  0.00000
SN: 1253148     10 0.43869 0.43869 42.11040  0.16460  0.00000
SN: 1310294     10 0.43968 0.43968 41.92620  0.14650  0.00000
SN: 1904152     10 0.44025 0.44025 41.95880  0.15770  0.00000
SN: 1256823     10 0.44084 0.44084 41.88500  0.12470  0.00000
SN: 1536026     10 0.44129 0.44129 42.19620  0.16750  0.00000
SN: 1328105     10 0.44154 0.44154 41.89530  0.14570  0.00000
SN: 1311247     10 0.44183 0.44183 42.00360  0.19470  0.00000
SN: 1295256     10 0.44246 0.44246 41.87510  0.14050  0.00000
SN: 1641173     10 0.44365 0.44365 42.23100  0.12510  0.00000
SN: 1255008     10 0.44381 0.44381 41.80610  0.18080  0.00000
SN: 1291080     10 0.44384 0.44384 41.86780  0.18680  0.00000
SN: 1645125     10 0.44420 0.44420 41.98200  0.14910  0.00000
SN: 1880304     10 0.44420 0.44420 42.20460  0.18470  0.00000
SN: 1265089     10 0.44473 0.44473 41.78890  0.17540  0.00000
SN: 1904293     10 0.44624 0.44624 41.90730  0.12820  0.00000
SN: 1249956     10 0.44628 0.44628 42.58590  0.23310  0.00000
SN: 1251975     10 0.44647 0.44647 41.80470  0.15640  0.00000
SN: 1253474     10 0.44671 0.44671 41.86360  0.15310  0.00000
SN: 1367331     10 0.44684 0.44684 42.00520  0.13740  0.00000
SN: 1450148     10 0.44736 0.44736 41.88340  0.14230  0.00000
SN: 1340539     10 0.44766 0.44766 42.03430  0.14010  0.00000
SN: 1900662     10 0.44791 0.44791 41.92690  0.14110  0.00000
SN: 1264499     10 0.44841 0.44841 41.70590  0.18910  0.00000
SN: 1862183     10 0.44864 0.44864 42.10520  0.15950  0.00000
SN: 1328066     10 0.44890 0.44890 42.02550  0.15670  0.00000
SN: 1389177     10 0.44895 0.44895 42.22150  0.16590  0.00000
SN: 1335756     10 0.44934 0.44934 42.11300  0.18170  0.00000
SN: 1290568     10 0.44946 0.44946 42.39250  0.14160  0.00000
SN: 1255487     10 0.45012 0.45012 41.97050  0.17770  0.00000
SN: 1330964     10 0.45086 0.45086 41.99810  0.16810  0.00000
SN: 1367556     10 0.45115 0.45115 41.98450  0.13350  0.00000
SN: 1536028     10 0.45115 0.45115 41.97860  0.12170  0.00000
SN: 1252829     10 0.45168 0.45168 41.79550  0.15730  0.00000
SN: 1552028     10 0.45180 0.45180 42.02300  0.14210  0.00000
SN: 1895036     10 0.45195 0.45195 41.94780  0.13660  0.00000
SN: 1392400     10 0.45205 0.45205 41.93180  0.14390  0.00000
SN: 1262252     10 0.45295 0.45295 41.91270  0.14530  0.00000
SN: 1251381     10 0.45306 0.45306 42.69350  0.23010  0.00000
SN: 1337267     10 0.45318 0.45318 41.89120  0.16530  0.00000
SN: 1253101     10 0.45332 0.45332 41.87390  0.13780  0.00000
SN: 1253039     10 0.45347 0.45347 41.98140  0.13140  0.00000
SN: 1302110     10 0.45352 0.45352 42.29390  0.20560  0.00000
SN: 1309694     10 0.45353 0.45353 42.51480  0.20280  0.00000
SN: 1304193     10 0.45354 0.45354 42.08580  0.18730  0.00000
SN: 1262084     10 0.45360 0.45360 42.06070  0.14960  0.00000
SN: 1916143     10 0.45363 0.45363 42.10470  0.14280  0.00000
SN: 1900865     10 0.45405 0.45405 42.08410  0.14550  0.00000
SN: 1776304     10 0.45410 0.45410 41.86970  0.19000  0.00000
SN: 1334302     10 0.45463 0.45463 41.89010  0.14030  0.00000
SN: 1306360     10 0.45478 0.45478 41.99000  0.16160  0.00000
SN: 1281638     10 0.45520 0.45520 42.26320  0.23720  0.00000
SN: 1937078     10 0.45525 0.45525 42.65170  1.32940  0.00000
SN: 1366475     10 0.45546 0.45546 42.14190  0.14190  0.00000
SN: 1247537     10 0.45566 0.45566 41.97030  0.14140  0.00000
SN: 1905184     10 0.45588 0.45588 41.73160 149.71620  0.00000
SN: 1531145     10 0.45675 0.45675 42.28080  0.13190  0.00000
SN: 1531113     10 0.45695 0.45695 42.39250  0.18630  0.00000
SN: 1314047     10 0.45696 0.45696 42.12580  0.13070  0.00000
SN: 1915067     10 0.45700 0.45700 42.09150  0.15430  0.00000
SN: 1644211     10 0.45743 0.45743 42.16990  0.13240  0.00000
SN: 1878719     10 0.45753 0.45753 42.28100  0.16360  0.00000
SN: 1260030     10 0.45812 0.45812 41.81750  0.15450  0.00000
SN: 1258061     10 0.45831 0.45831 42.06230  0.16130  0.00000
SN: 1933020     10 0.45889 0.45889 42.08030  0.18990  0.00000
SN: 1339875     10 0.45945 0.45945 41.76390  0.15060  0.00000
SN: 1784110     10 0.45994 0.45994 42.07470  0.17180  0.00000
SN: 1565032     10 0.46098 0.46098 42.33040  0.16030  0.00000
SN: 1253180     10 0.46154 0.46154 42.17300  0.12530  0.00000
SN: 1338959     10 0.46167 0.46167 41.84750  0.14770  0.00000
SN: 1773231     10 0.46174 0.46174 42.12450  0.17960  0.00000
SN: 1879263     10 0.46192 0.46192 42.13880  0.14930  0.00000
SN: 1252970     10 0.46198 0.46198 42.07930  0.14690  0.00000
SN: 1297742     10 0.46257 0.46257 42.01690  0.15710  0.00000
SN: 1366187     10 0.46290 0.46290 42.04550  0.15650  0.00000
SN: 1924089     10 0.46300 0.46300 42.08380  0.14460  0.00000
SN: 1254058     10 0.46302 0.46302 42.08600  0.15890  0.00000
SN: 1484053     10 0.46323 0.46323 41.87520  0.14230  0.00000
SN: 1889211     10 0.46352 0.46352 41.95730  0.17060  0.00000
SN: 1924103     10 0.46381 0.46381 42.05610  0.15450  0.00000
SN: 1876431     10 0.46483 0.46483 42.03360  0.15950  0.00000
SN: 1595028     10 0.46524 0.46524 42.26960  0.17070  0.00000
SN: 1252449     10 0.46536 0.46536 42.24540  0.18390  0.00000
SN: 1699105     10 0.46590 0.46590 42.10160  0.17590  0.00000
SN: 1257673     10 0.46594 0.46594 42.10700  0.16000  0.00000
SN: 1797044     10 0.46671 0.46671 42.37380  0.15210  0.00000
SN: 1854103     10 0.46680 0.46680 42.11180  0.17330  0.00000
SN: 1262016     10 0.46694 0.46694 41.99310  0.13490  0.00000
SN: 1617061     10 0.46744 0.46744 42.41580  0.20460  0.00000
SN: 1301332     10 0.46754 0.46754 42.07040  0.16700  0.00000
SN: 1336558     10 0.46761 0.46761 42.20330  0.22490  0.00000
SN: 1317724     10 0.46775 0.46775 42.45050  0.14990  0.00000
SN: 1255470     10 0.46877 0.46877 42.06390  0.17270  0.00000
SN: 1339149     10 0.46880 0.46880 41.88410  0.14720  0.00000
SN: 1387169     10 0.46947 0.46947 42.05460  0.13590  0.00000
SN: 1901738     10 0.46976 0.46976 41.91300  0.16560  0.00000
SN: 1254671     10 0.47065 0.47065 42.20420  0.17030  0.00000
SN: 1294137     10 0.47086 0.47086 42.05130  0.23260  0.00000
SN: 1311755     10 0.47101 0.47101 42.07700  0.12520  0.00000
SN: 1316437     10 0.47196 0.47196 42.18200  0.16260  0.00000
SN: 1299758     10 0.47241 0.47241 42.08810  0.16620  0.00000
SN: 1265134     10 0.47304 0.47304 42.24230  0.20530  0.00000
SN: 1305785     10 0.47328 0.47328 42.23450  0.16540  0.00000
SN: 1257102     10 0.47330 0.47330 42.09550  0.14720  0.00000
SN: 1936171     10 0.47336 0.47336 41.78780  0.16050  0.00000
SN: 1261173     10 0.47378 0.47378 42.10190  0.15570  0.00000
SN: 1303317     10 0.47429 0.47429 42.21320  0.13370  0.00000
SN: 1403033     10 0.47435 0.47435 42.30670  0.15040  0.00000
SN: 1302557     10 0.47547 0.47547 41.90400  0.14000  0.00000
SN: 1901798     10 0.47578 0.47578 42.45600  0.20080  0.00000
SN: 1257775     10 0.47598 0.47598 42.21100  0.12800  0.00000
SN: 1258309     10 0.47617 0.47617 42.05240  0.16630  0.00000
SN: 1431096     10 0.47680 0.47680 42.15680  0.14330  0.00000
SN: 1252513     10 0.47768 0.47768 42.21870  0.14490  0.00000
SN: 1302418     10 0.47780 0.47780 42.30160  0.15020  0.00000
SN: 1298369     10 0.47793 0.47793 42.38990  0.16960  0.00000
SN: 1256332     10 0.47803 0.47803 42.02630  0.12520  0.00000
SN: 1488029     10 0.47833 0.47833 42.02990  0.13880  0.00000
SN: 1562077     10 0.47842 0.47842 42.19140  0.12590  0.00000
SN: 1306537     10 0.47948 0.47948 42.16440  0.16510  0.00000
SN: 1847303     10 0.47964 0.47964 42.03560  0.12690  0.00000
SN: 1256817     10 0.47983 0.47983 42.26530  0.21610  0.00000
SN: 1882097     10 0.47993 0.47993 42.58670  0.20860  0.00000
SN: 1318052     10 0.48068 0.48068 42.24240  0.11630  0.00000
SN: 1387101     10 0.48093 0.48093 42.02040  0.14340  0.00000
SN: 1309323     10 0.48310 0.48310 42.11090  0.14650  0.00000
SN: 1249209     10 0.48312 0.48312 42.41250  0.18200  0.00000
SN: 1248962     10 0.48342 0.48342 42.18790  0.15290  0.00000
SN: 1257335     10 0.48411 0.48411 42.39620  0.18710  0.00000
SN: 1285539     10 0.48417 0.48417 42.00560  0.19210  0.00000
SN: 1254687     10 0.48434 0.48434 42.64260  0.19480  0.00000
SN: 1878288     10 0.48449 0.48449 42.61890  0.23670  0.00000
SN: 1300441     10 0.48485 0.48485 41.96350  0.13960  0.00000
SN: 1254746     10 0.48507 0.48507 42.51850  0.19660  0.00000
SN: 1329622     10 0.48607 0.48607 41.99390  0.15700  0.00000
SN: 1332689     10 0.48766 0.48766 42.17380  0.15770  0.00000
SN: 1296963     10 0.48813 0.48813 42.11060  0.17880  0.00000
SN: 1298266     10 0.48931 0.48931 42.28290  0.19700  0.00000
SN: 1387144     10 0.48946 0.48946 42.03580  0.13310  0.00000
SN: 1319840     10 0.48970 0.48970 42.22670  0.15980  0.00000
SN: 1876533     10 0.48982 0.48982 42.33260  0.13210  0.00000
SN: 1811099     10 0.49008 0.49008 42.64000  0.23020  0.00000
SN: 1386047     10 0.49182 0.49182 42.27950  0.12930  0.00000
SN: 1643292     10 0.49183 0.49183 42.35950  0.20530  0.00000
SN: 1276034     10 0.49230 0.49230 42.13740  0.14760  0.00000
SN: 1302117     10 0.49238 0.49238 42.11980  0.17630  0.00000
SN: 1376168     10 0.49240 0.49240 42.12560  0.16380  0.00000
SN: 1896111     10 0.49244 0.49244 42.14720  0.16570  0.00000
SN: 1292145     10 0.49246 0.49246 42.42250  0.17840  0.00000
SN: 1254070     10 0.49252 0.49252 42.08050  0.15070  0.00000
SN: 1339703     10 0.49272 0.49272 42.12550  0.17900  0.00000
SN: 1253895     10 0.49277 0.49277 42.07500  0.18110  0.00000
SN: 1250435     10 0.49293 0.49293 41.90200  0.14180  0.00000
SN: 1318689     10 0.49339 0.49339 42.28010  0.17260  0.00000
SN: 1258500     10 0.49384 0.49384 42.18700  0.14180  0.00000
SN: 1279488     10 0.49413 0.49413 42.34010  0.13700  0.00000
SN: 1703072     10 0.49418 0.49418 41.90960  0.16840  0.00000
SN: 1343208     10 0.49500 0.49500 42.13500  0.15260  0.00000
SN: 1254299     10 0.49501 0.49501 42.10750  0.16790  0.00000
SN: 1263936     10 0.49523 0.49523 42.16670  0.16610  0.00000
SN: 1305504     10 0.49559 0.49559 42.29840  0.12380  0.00000
SN: 1264375     10 0.49573 0.49573 42.58490  0.20660  0.00000
SN: 1303140     10 0.49593 0.49593 42.38160  0.15760  0.00000
SN: 1310182     10 0.49612 0.49612 41.93910  0.14490  0.00000
SN: 1279640     10 0.49644 0.49644 42.19560  0.17810  0.00000
SN: 1810037     10 0.49650 0.49650 42.11410  0.17820  0.00000
SN: 1246529     10 0.49677 0.49677 42.32950  0.18330  0.00000
SN: 1880429     10 0.49708 0.49708 42.24480  0.15580  0.00000
SN: 1342906     10 0.49743 0.49743 41.97470  0.16560  0.00000
SN: 1293465     10 0.49802 0.49802 42.17560  0.20250  0.00000
SN: 1266634     10 0.49821 0.49821 42.23320  0.19220  0.00000
SN: 1850249     10 0.49829 0.49829 42.45960  0.20300  0.00000
SN: 1312171     10 0.50044 0.50044 42.41200  0.22170  0.00000
SN: 1253046     10 0.50135 0.50135 42.29230  0.14720  0.00000
SN: 1901803     10 0.50263 0.50263 42.45960  0.17760  0.00000
SN: 1337272     10 0.50275 0.50275 42.27390  0.18970  0.00000
SN: 1389074     10 0.50285 0.50285 42.21620  0.17060  0.00000
SN: 1341857     10 0.50314 0.50314 42.26320  0.18220  0.00000
SN: 1346139     10 0.50323 0.50323 42.38650  0.18830  0.00000
SN: 1264948     10 0.50394 0.50394 42.09780  0.17480  0.00000
SN: 1532057     10 0.50398 0.50398 42.36410  0.15280  0.00000
SN: 1263273     10 0.50460 0.50460 42.21820  0.18520  0.00000
SN: 1293921     10 0.50492 0.50492 42.36680  0.15510  0.00000
SN: 1323349     10 0.50492 0.50492 42.53040  0.18730  0.00000
SN: 1254670     10 0.50495 0.50495 41.92720  0.17030  0.00000
SN: 1258289     10 0.50509 0.50509 42.08540  0.18840  0.00000
SN: 1281879     10 0.50548 0.50548 42.11550  0.19980  0.00000
SN: 1473027     10 0.50566 0.50566 42.25430  0.17510  0.00000
SN: 1504096     10 0.50583 0.50583 42.17720  0.20080  0.00000
SN: 1335472     10 0.50597 0.50597 42.18970  0.13850  0.00000
SN: 1343759     10 0.50617 0.50617 42.26590  0.13570  0.00000
SN: 1847148     10 0.50632 0.50632 42.54140  0.21100  0.00000
SN: 1263062     10 0.50827 0.50827 42.12290  0.16580  0.00000
SN: 1368482     10 0.50848 0.50848 42.35300  0.18520  0.00000
SN: 1370944     10 0.50948 0.50948 42.30820  0.16110  0.00000
SN: 1780122     10 0.50987 0.50987 42.07700  0.16850  0.00000
SN: 1876204     10 0.51008 0.51008 42.12500  0.15290  0.00000
SN: 1643252     10 0.51045 0.51045 42.30620  0.19820  0.00000
SN: 1889022     10 0.51128 0.51128 42.46490  0.15860  0.00000
SN: 1256432     10 0.51130 0.51130 42.24360  0.15090  0.00000
SN: 1332392     10 0.51197 0.51197 42.76180  0.21780  0.00000
SN: 1898108     10 0.51204 0.51204 42.17410  0.14330  0.00000
SN: 1440057     10 0.51228 0.51228 42.37870  0.15180  0.00000
SN: 1259538     10 0.51244 0.51244 42.34420  0.12820  0.00000
SN: 1889090     10 0.51290 0.51290 42.20330  0.14700  0.00000
SN: 1934353     10 0.51315 0.51315 42.18780  0.15240  0.00000
SN: 1320762     10 0.51340 0.51340 42.36520  0.21110  0.00000
SN: 1883166     10 0.51352 0.51352 42.07710  0.15310  0.00000
SN: 1300470     10 0.51413 0.51413 42.54600  0.20090  0.00000
SN: 1338185     10 0.51598 0.51598 42.36700  0.19030  0.00000
SN: 1370135     10 0.51616 0.51616 42.49340  0.18050  0.00000
SN: 1342647     10 0.51619 0.51619 42.29430  0.19760  0.00000
SN: 1922405     10 0.51619 0.51619 42.34020  0.15020  0.00000
SN: 1334448     10 0.51687 0.51687 42.23380  0.20440  0.00000
SN: 1338430     10 0.51718 0.51718 42.20590  0.15000  0.00000
SN: 1502029     10 0.51797 0.51797 42.49870  0.17610  0.00000
SN: 1332614     10 0.51856 0.51856 42.59200  0.12960  0.00000
SN: 1659122     10 0.51872 0.51872 42.15530  0.14910  0.00000
SN: 1334470     10 0.51876 0.51876 42.30470  0.17580  0.00000
SN: 1304501     10 0.51882 0.51882 42.36560  0.20790  0.00000
SN: 1314847     10 0.52053 0.52053 42.44450  0.19980  0.00000
SN: 1258422     10 0.52105 0.52105 42.45260  0.15800  0.00000
SN: 1259944     10 0.52208 0.52208 42.60300  0.22450  0.00000
SN: 1257602     10 0.52212 0.52212 42.35150  0.12340  0.00000
SN: 1385187     10 0.52213 0.52213 42.24320  0.16690  0.00000
SN: 1341459     10 0.52219 0.52219 42.23140  0.19080  0.00000
SN: 1259972     10 0.52225 0.52225 42.64270  0.19090  0.00000
SN: 1286881     10 0.52280 0.52280 42.35780  0.17430  0.00000
SN: 1312164     10 0.52328 0.52328 42.51600  0.27930  0.00000
SN: 1295921     10 0.52392 0.52392 42.40970  0.21230  0.00000
SN: 1335671     10 0.52427 0.52427 42.36890  0.15250  0.00000
SN: 1915184     10 0.52461 0.52461 42.36040  0.13460  0.00000
SN: 1258330     10 0.52473 0.52473 42.19940  0.16890  0.00000
SN: 1295285     10 0.52513 0.52513 42.36370  0.13300  0.00000
SN: 1307748     10 0.52528 0.52528 42.15110  0.14530  0.00000
SN: 1294806     10 0.52535 0.52535 42.28540  0.15830  0.00000
SN: 1329795     10 0.52559 0.52559 42.50800  0.18630  0.00000
SN: 1257144     10 0.52560 0.52560 42.33640  0.17070  0.00000
SN: 1303197     10 0.52562 0.52562 42.08140  0.15790  0.00000
SN: 1645195     10 0.52581 0.52581 42.44540  0.17220  0.00000
SN: 1322229     10 0.52613 0.52613 42.26370  0.16870  0.00000
SN: 1301922     10 0.52617 0.52617 42.58030  0.21370  0.00000
SN: 1514043     10 0.52706 0.52706 42.28260  0.18110  0.00000
SN: 1302564     10 0.52716 0.52716 42.45500  0.23170  0.00000
SN: 1261259     10 0.52723 0.52723 42.30830  0.13610  0.00000
SN: 1251536     10 0.52727 0.52727 42.70930  0.20980  0.00000
SN: 1250532     10 0.52771 0.52771 42.58830  0.19350  0.00000
SN: 1371206     10 0.52779 0.52779 42.49690  0.18310  0.00000
SN: 1673068     10 0.52780 0.52780 42.63900  0.16440  0.00000
SN: 1259006     10 0.52791 0.52791 42.08490  0.17380  0.00000
SN: 1334742     10 0.52810 0.52810 42.41520  0.20480  0.00000
SN: 1260889     10 0.52885 0.52885 42.35070  0.15780  0.00000
SN: 1322979     10 0.52939 0.52939 42.41050  0.12620  0.00000
SN: 1370330     10 0.52948 0.52948 42.50940  0.19050  0.00000
SN: 1304503     10 0.52971 0.52971 42.29730  0.14250  0.00000
SN: 1490034     10 0.53003 0.53003 42.68650  0.16560  0.00000
SN: 1817269     10 0.53009 0.53009 42.34900  0.13270  0.00000
SN: 1472020     10 0.53113 0.53113 42.31760  0.15620  0.00000
SN: 1338471     10 0.53117 0.53117 42.55830  0.20050  0.00000
SN: 1246758     10 0.53128 0.53128 42.09040  0.12480  0.00000
SN: 1261233     10 0.53166 0.53166 42.32440  0.12850  0.00000
SN: 1550103     10 0.53166 0.53166 42.47500  0.15000  0.00000
SN: 1337703     10 0.53226 0.53226 42.19920  0.16430  0.00000
SN: 1259771     10 0.53232 0.53232 42.30250  0.17230  0.00000
SN: 1295249     10 0.53251 0.53251 42.62670  0.17460  0.00000
SN: 1574017     10 0.53288 0.53288 42.50820  0.16420  0.00000
SN: 1254000     10 0.53300 0.53300 42.66280  0.23100  0.00000
SN: 1297061     10 0.53387 0.53387 42.89260  0.23960  0.00000
SN: 1536021     10 0.53411 0.53411 42.22590  0.16350  0.00000
SN: 1251079     10 0.53487 0.53487 42.06440  0.14430  0.00000
SN: 1470063     10 0.53547 0.53547 42.47650  0.18630  0.00000
SN: 1699061     10 0.53573 0.53573 42.45380  0.20170  0.00000
SN: 1339425     10 0.53579 0.53579 42.56990  0.19640  0.00000
SN: 1289714     10 0.53582 0.53582 42.64320  0.19340  0.00000
SN: 1254002     10 0.53591 0.53591 42.56870  0.18000  0.00000
SN: 1770487     10 0.53645 0.53645 42.29610  0.16860  0.00000
SN: 1889253     10 0.53661 0.53661 42.48940  0.22250  0.00000
SN: 1876305     10 0.53668 0.53668 42.28400  0.16630  0.00000
SN: 1313026     10 0.53697 0.53697 42.52590  0.20370  0.00000
SN: 1644290     10 0.53730 0.53730 42.39620  0.17030  0.00000
SN: 1934253     10 0.53740 0.53740 42.44760  0.12070  0.00000
SN: 1899053     10 0.53746 0.53746 42.41750  0.19090  0.00000
SN: 1912110     10 0.53763 0.53763 42.19100  0.17080  0.00000
SN: 1260568     10 0.53806 0.53806 42.47090  0.19510  0.00000
SN: 1289656     10 0.53943 0.53943 42.44750  0.17700  0.00000
SN: 1636043     10 0.53944 0.53944 42.43860  0.14170  0.00000
SN: 1291159     10 0.53977 0.53977 42.38070  0.22130  0.00000
SN: 1252364     10 0.54135 0.54135 42.37050  0.21230  0.00000
SN: 1324542     10 0.54154 0.54154 42.61240  0.17560  0.00000
SN: 1324685     10 0.54183 0.54183 42.51880  0.13900  0.00000
SN: 1699106     10 0.54196 0.54196 42.54210  0.19520  0.00000
SN: 1341000     10 0.54203 0.54203 42.46380  0.18790  0.00000
SN: 1861210     10 0.54229 0.54229 42.53790  0.17120  0.00000
SN: 1289306     10 0.54268 0.54268 42.48840  0.16690  0.00000
SN: 1367408     10 0.54307 0.54307 42.66600  0.17680  0.00000
SN: 1322954     10 0.54327 0.54327 42.59520  0.14580  0.00000
SN: 1302055     10 0.54328 0.54328 42.81410  0.21700  0.00000
SN: 1290995     10 0.54352 0.54352 42.28010  0.15570  0.00000
SN: 1928157     10 0.54379 0.54379 42.56730  0.14750  0.00000
SN: 1264049     10 0.54398 0.54398 42.30410  0.17930  0.00000
SN: 1297353     10 0.54403 0.54403 42.17480  0.15360  0.00000
SN: 1945116     10 0.54469 0.54469 42.44250  0.14920  0.00000
SN: 1644213     10 0.54509 0.54509 42.54790  0.18440  0.00000
SN: 1641288     10 0.54530 0.54530 42.41190  0.18220  0.00000
SN: 1621023     10 0.54558 0.54558 42.61950  0.17870  0.00000
SN: 1306980     10 0.54675 0.54675 42.29210  0.22150  0.00000
SN: 1389210     10 0.54866 0.54866 42.43720  0.14380  0.00000
SN: 1891082     10 0.54871 0.54871 42.47510  0.16710  0.00000
SN: 1297157     10 0.54888 0.54888 42.40190  0.18380  0.00000
SN: 1643316     10 0.54894 0.54894 42.32570  0.18880  0.00000
SN: 1258802     10 0.54947 0.54947 42.29250  0.19940  0.00000
SN: 1862334     10 0.54964 0.54964 42.33330  0.20710  0.00000
SN: 1249264     10 0.54969 0.54969 42.73550  0.16820  0.00000
SN: 1331344     10 0.54993 0.54993 42.58760  0.20680  0.00000
SN: 1574062     10 0.55021 0.55021 42.70670  0.18190  0.00000
SN: 1339450     10 0.55048 0.55048 42.39340  0.17580  0.00000
SN: 1260000     10 0.55061 0.55061 42.63770  0.18760  0.00000
SN: 1570024     10 0.55065 0.55065 42.47960  0.15740  0.00000
SN: 1368111     10 0.55096 0.55096 42.17800  0.14860  0.00000
SN: 1306736     10 0.55145 0.55145 42.39660  0.20310  0.00000
SN: 1264963     10 0.55214 0.55214 42.66990  0.25100  0.00000
SN: 1315818     10 0.55218 0.55218 42.58340  0.17640  0.00000
SN: 1260551     10 0.55236 0.55236 42.25550  0.15310  0.00000
SN: 1896254     10 0.55283 0.55283 42.57330  0.14960  0.00000
SN: 1252142     10 0.55288 0.55288 42.47480  0.17000  0.00000
SN: 1264631     10 0.55300 0.55300 42.27840  0.14350  0.00000
SN: 1366195     10 0.55314 0.55314 42.33280  0.14630  0.00000
SN: 1341426     10 0.55322 0.55322 42.44720  0.17910  0.00000
SN: 1316989     10 0.55344 0.55344 42.35780  0.20540  0.00000
SN: 1444028     10 0.55373 0.55373 42.71850  0.16050  0.00000
SN: 1337117     10 0.55389 0.55389 42.14750  0.13930  0.00000
SN: 1439028     10 0.55425 0.55425 42.33530  0.14400  0.00000
SN: 1912020     10 0.55437 0.55437 42.54750  0.16820  0.00000
SN: 1321492     10 0.55467 0.55467 42.28330  0.18660  0.00000
SN: 1260605     10 0.55534 0.55534 42.45730  0.16720  0.00000
SN: 1255523     10 0.55537 0.55537 42.77010  0.25810  0.00000
SN: 1833067     10 0.55577 0.55577 42.35370  0.17250  0.00000
SN: 1530191     10 0.55584 0.55584 42.71630  0.15540  0.00000
SN: 1256505     10 0.55626 0.55626 42.37950  0.17150  0.00000
SN: 1504139     10 0.55644 0.55644 42.42540  0.12700  0.00000
SN: 1256764     10 0.55650 0.55650 42.41700  0.19030  0.00000
SN: 1251600     10 0.55761 0.55761 42.47550  0.15880  0.00000
SN: 1251504     10 0.55779 0.55779 42.22150  0.17160  0.00000
SN: 1326367     10 0.55797 0.55797 42.62090  0.21350  0.00000
SN: 1635042     10 0.55834 0.55834 42.49490  0.16520  0.00000
SN: 1311590     10 0.55911 0.55911 42.50520  0.18270  0.00000
SN: 1295685     10 0.55930 0.55930 42.59340  0.22760  0.00000
SN: 1810087     10 0.55943 0.55943 42.66760  0.20270  0.00000
SN: 1304779     10 0.55993 0.55993 42.48020  0.15940  0.00000
SN: 1249182     10 0.56018 0.56018 42.34920  0.22510  0.00000
SN: 1252751     10 0.56060 0.56060 42.47230  0.17420  0.00000
SN: 1915087     10 0.56104 0.56104 42.45150  0.17830  0.00000
